"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD013753","BiologicalAgent","species","species","Homo sapiens","True"
"PXD013753","BiologicalAgent","tissue","organ","brain","True"
"PXD013753","BiologicalAgent","cell_type","cell_type","synaptoneurosomes","True"
"PXD013753","BiologicalAgent","disease_state","disease","Alzheimer’s disease, normal","True"
"PXD013753","BiologicalAgent","sample_source","material_type","tissue","True"
"PXD013753","BiologicalAgent","age","age","","False"
"PXD013753","BiologicalAgent","anatomic_site_tumor","anatomic_site_tumor","","False"
"PXD013753","BiologicalAgent","BMI","BMI","","False"
"PXD013753","BiologicalAgent","cell_line","cell_line","","False"
"PXD013753","BiologicalAgent","sex","sex","","False"
"PXD013753","BiologicalAgent","strain","strain","","False"
"PXD013753","BiologicalAgent","material_type","material_type","tissue","True"
"PXD013753","BiologicalAgent","developmental_stage","developmental_stage","","False"
"PXD013753","TechnicalAgent","acquisition_method","acquisition_method","data dependent mode","True"
"PXD013753","TechnicalAgent","alkylation_reagent","alkylation_reagent","","False"
"PXD013753","TechnicalAgent","alkylation_concentration","alkylation_concentration","","False"
"PXD013753","TechnicalAgent","cleavage_agent","cleavage_agent","trypsin","True"
"PXD013753","TechnicalAgent","collision_energy","collision_energy","","False"
"PXD013753","TechnicalAgent","enrichment_method","enrichment_method","synaptoneurosome preparations","True"
"PXD013753","TechnicalAgent","fractionation_method","fractionation","","False"
"PXD013753","TechnicalAgent","fragmentation_method","fragmentation","","False"
"PXD013753","TechnicalAgent","instrument","instrument","Q Exactive HF","True"
"PXD013753","TechnicalAgent","ionization_type","ionization_type","","False"
"PXD013753","TechnicalAgent","labeling","label","8-plex TMT","True"
"PXD013753","TechnicalAgent","reduction_reagent","reduction_reagent","DTT","True"
"PXD013753","TechnicalAgent","reduction_concentration","reduction_concentration","","False"
"PXD013753","ExperimentalDesignAgent","biological_replicate","replicates","","False"
"PXD013753","ExperimentalDesignAgent","technical_replicate","technical_replicates","","False"
"PXD013753","ExperimentalDesignAgent","experimental_design","experimental_design","","False"
"PXD013753","ExperimentalDesignAgent","factor_value","factor_value","","False"
"PXD013753","ExperimentalDesignAgent","number_of_fractions","fractions","","False"
"PXD013753","ExperimentalDesignAgent","number_of_technical_replicates","technical_replicates","","False"
"PXD013753","ExperimentalDesignAgent","number_of_biological_replicates","replicates","","False"
"PXD013753","ExperimentalDesignAgent","number_of_samples","number_of_samples","","False"
