"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD001805","","strict","Biological","cell_line","cell_line","HeLa","True"
"PXD001805","","strict","Biological","cell_type","cell_type","epithelial cell, fibroblasts","True"
"PXD001805","","strict","Biological","disease","disease","cervical adenocarcinoma","True"
"PXD001805","","strict","Biological","organ","organ","cervix","True"
"PXD001805","","strict","Biological","species","species","Homo sapiens","True"
"PXD001805","","strict","ExperimentalDesign","factor_value","factor_value","condition (empty vector, ISG15 expression, ISG15 expression + interferon) | cervical adenocarcinoma","True"
"PXD001805","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD001805","","strict","ExperimentalDesign","replicates","replicates","3","True"
"PXD001805","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD001805","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD001805","","strict","Technical","alkylation_reagent","alkylation_reagent","chloroacetamide","True"
"PXD001805","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD001805","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","20 ppm","True"
"PXD001805","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD001805","","strict","Technical","instrument","instrument","Q Exactive","True"
"PXD001805","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD001805","","strict","Technical","modification","modification","Carbamidomethyl (C) | Oxidation (M) | 4,4,5,5-D4 Lysine (A)","True"
"PXD001805","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","4.5 ppm","True"
"PXD001805","","strict","Technical","reduction_reagent","reduction_reagent","tris(2-carboxyethyl)phosphine","True"
