paper_id,source,mode,agent,annotation_type,extracted_value,all_values_for_field,verdict,type_mismatch,correct_type,value_correct,value_complete,hallucination,technical_origin,inference,error_category,issue_summary,corrected_value
PXD001856,human_annotation,strict,Biological,age,40y,40y | 39y | 27y,high,False,,True,True,False,False,,correct_explicit,"TYPE CHECK: The candidate value ""40y"" is a numeric age representation, which matches the required category for this field.
SOURCE CHECK: The value is explicitly mentioned in the ""Methods"" section under ""Cell culture and SILAC labeling..."" as the age of a BM-MSC donor used for proteomic profiling.
TRUTH CHECK: The paper states ""Details of the BM-MSC donors: 40y/m... 39y/m... 27y/m... 20y/m"" and confirms that BM-MSC of three (40y, 39y, 27y) and four different donors (including 20y) were included in the profiling.
COMPLETENESS CHECK: The full set of extracted values [""40y"", ""39y"", ""27y"", ""20y""] covers all the donor ages mentioned for the samples analyzed by mass spectrometry.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",
PXD001856,human_annotation,strict,Biological,age,39y,40y | 39y | 27y,high,False,,True,True,False,False,,correct_explicit,"TYPE CHECK: The candidate value ""39y"" is a numeric age representation, which matches the required category for this field.
SOURCE CHECK: The value is explicitly stated in the Methods section under ""Cell culture and SILAC labeling..."" as part of the BM-MSC donor details (""39y/m"").
TRUTH CHECK: The paper states that BM-MSC from three donors (40y, 39y, 27y) were included for proteomic profiling, confirming this donor was part of the MS experiment.
COMPLETENESS CHECK: The full set of extracted values (40y, 39y, 27y, 20y) covers all donors mentioned; although only three were used for proteomics and four for transcriptomics, the set is exhaustive based on the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",
PXD001856,human_annotation,strict,Biological,age,27y,40y | 39y | 27y,high,False,,True,True,False,False,,correct_explicit,"TYPE CHECK: The candidate value ""27y"" is a numeric age representation, which matches the field definition.
SOURCE CHECK: The value is explicitly stated in the methods section describing the BM-MSC donors used for profiling.
TRUTH CHECK: The paper explicitly lists a BM-MSC donor as ""27y/m"", and states that BM-MSC of three donors (40y, 39y, 27y) were included for proteomic profiling.
COMPLETENESS CHECK: The full set of extracted values (40y, 39y, 27y, 20y) covers all donors mentioned in the text, although only three were used for proteomics; however, per the field rules, a single matching value is sufficient and the set is exhaustive of the mentioned donor ages.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",
PXD001856,human_annotation,strict,Biological,age,20y,40y | 39y | 27y,low,False,,False,True,False,False,,wrong_value,"TYPE CHECK: The candidate value ""20y"" is a numeric age representation, which matches the required category for this field.
SOURCE CHECK: The value is explicitly mentioned in the ""Methods"" section under ""Cell culture and SILAC labeling..."" as one of the BM-MSC donors (20y/m).
TRUTH CHECK: The text states that for proteomic profiling, BM-MSC of three donors (40y, 39y, 27y) were included, but for transcriptomic profiling, four donors (40y, 39y, 27y, 20y) were included. The candidate value ""20y"" refers to a donor used for transcriptomics, not for the proteomics/MS experiment.
COMPLETENESS CHECK: The full set of extracted values includes donors used for RNA-seq but not for MS.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: NONE",
PXD001856,human_annotation,strict,Biological,species,human (Homo sapiens),human (Homo sapiens),high,False,,True,True,False,False,,correct_explicit,"TYPE CHECK: The candidate value is an organism name, which matches the definition of the species field.
SOURCE CHECK: The paper explicitly mentions ""human mesenchymal stem cells"", ""human embryonic stem cells"", and the use of a ""Homo Sapiens database"" for MS data analysis.
TRUTH CHECK: The value is factually correct as the study uses human cells.
COMPLETENESS CHECK: The full set contains the only species used in the experiment.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",
PXD001856,human_annotation,strict,ExperimentalDesign,fractions,12,12,high,False,,True,True,False,False,,correct_explicit,"TYPE CHECK: The candidate value is a numeric count, which is the correct type for the number of fractions.
SOURCE CHECK: The value is explicitly stated in the ""Isoelectric focusing"" section: ""Peptides (180 μg) were separated by in-solution isoelectric focusing... into 12 fractions"".
TRUTH CHECK: The value is factually correct as per the text.
COMPLETENESS CHECK: The full set contains the single correct value mentioned in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",
PXD001856,human_annotation,strict,ExperimentalDesign,replicates,3,3,high,False,,True,True,False,False,,correct_explicit,"TYPE CHECK: The candidate value is a numeric count, which is the correct category for the replicates field.
SOURCE CHECK: The paper states that ""ESC-MSC used for transcriptomic and proteomic profiling were generated in three independent experiments,"" and for the proteomics profiling, ""BM-MSC of three (40y, 39y, 27y) ... donors were included.""
TRUTH CHECK: The value ""3"" accurately reflects the number of independent biological replicates/donors used for the proteomics analysis for both cell types.
COMPLETENESS CHECK: The value ""3"" is exhaustive as it covers the biological replication described for the MS samples.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",
PXD001856,human_annotation,strict,Other,collision_energy,normalized collision energy 25,normalized collision energy 25,high,False,,True,True,False,False,,correct_explicit,"TYPE CHECK: The candidate value is a collision energy setting, which matches the field definition.
SOURCE CHECK: The value is explicitly stated in the ""Mass spectrometry"" section describing the nano LC-MS/MS analysis.
TRUTH CHECK: The paper states ""fragmented using higher energy collisional dissociation (HCD) (normalized collision energy 25)"".
COMPLETENESS CHECK: The full set contains the only collision energy value mentioned in the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",
PXD001856,human_annotation,strict,Other,fractionation,Isoelectric focusing (OFFGEL fractionator) into 12 fractions over a pH range of 3-10,Isoelectric focusing (OFFGEL fractionator) into 12 fractions over a pH range of 3-10,high,False,,True,True,False,False,,correct_explicit,"TYPE CHECK: The candidate value describes an offline peptide fractionation method, which matches the field definition.
SOURCE CHECK: The value is explicitly described in the ""Isoelectric focusing"" section of the methods, which is part of the workflow leading to LC-MS/MS analysis.
TRUTH CHECK: The text states ""Peptides (180 μg) were separated by in-solution isoelectric focusing (OFFGEL fractionator, Agilent) into 12 fractions over a pH range of 3–10,"" which matches the candidate value.
COMPLETENESS CHECK: The full set contains the only fractionation method described in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",
PXD001856,human_annotation,strict,Other,material_type,cell line,cell line,high,False,,True,True,False,False,,correct_explicit,"TYPE CHECK: The candidate value ""cell line"" is a valid category for the material_type field.
SOURCE CHECK: The MS experiment used hESC (ES04), ESC-MSC, and BM-MSC, all of which are cultured cells/cell lines.
TRUTH CHECK: The materials analyzed by MS are indeed cell lines (immortalized hESC and derived/purchased MSCs).
COMPLETENESS CHECK: The full set of extracted values includes ""cell line"" (the broad material class) and specific subcellular fractions; together they accurately describe the source material and its processing for the MS experiment.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",
