pxd	data_file	category	field	assessed_value	gold_value	normalized_assessed_value	normalized_gold_value	status	match_method	similarity
PXD003531	20130603_QE3_UPLC9_CFR_SA_OC_P_AS_03_02.raw	Biological	characteristics[age]	45–75 years		45 75 years		assessed_only	unmatched	0.000000
PXD003531	20130603_QE3_UPLC9_CFR_SA_OC_P_AS_03_02.raw	Biological	characteristics[cell line]	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7		ovcar3 skov3 heya8 cov362 cov318 hela a549 mcf7		assessed_only	unmatched	0.000000
PXD003531	20130603_QE3_UPLC9_CFR_SA_OC_P_AS_03_02.raw	Biological	characteristics[cell type]	epithelial cells	epithelial cells	epithelial cells	epithelial cells	matched	exact_normalized	1.000000
PXD003531	20130603_QE3_UPLC9_CFR_SA_OC_P_AS_03_02.raw	Biological	characteristics[disease]	epithelial ovarian cancer, healthy		epithelial ovarian cancer healthy		assessed_only	unmatched	0.000000
PXD003531	20130603_QE3_UPLC9_CFR_SA_OC_P_AS_03_02.raw	Biological	characteristics[disease]		high grade serous ovarian cancer		high grade serous ovarian cancer	gold_only	unmatched	0.000000
PXD003531	20130603_QE3_UPLC9_CFR_SA_OC_P_AS_03_02.raw	Biological	characteristics[organism part]	ovary, fallopian tube		ovary fallopian tube		assessed_only	unmatched	0.000000
PXD003531	20130603_QE3_UPLC9_CFR_SA_OC_P_AS_03_02.raw	Biological	characteristics[organism part]		ascites		ascites	gold_only	unmatched	0.000000
PXD003531	20130603_QE3_UPLC9_CFR_SA_OC_P_AS_03_02.raw	Biological	characteristics[organism]	homo sapiens	Homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD003531	20130603_QE3_UPLC9_CFR_SA_OC_P_AS_03_02.raw	Biological	characteristics[sex]	female	female	female	female	matched	exact_normalized	1.000000
PXD003531	20130603_QE3_UPLC9_CFR_SA_OC_P_AS_03_02.raw	Technical	comment[cleavage agent details]		NT=Lys-C;AC=MS:1001309		cv:ms:1001309	gold_only	unmatched	0.000000
PXD003531	20130603_QE3_UPLC9_CFR_SA_OC_P_AS_03_02.raw	Technical	comment[cleavage agent details]		NT=Trypsin;AC=MS:1001251		cv:ms:1001251	gold_only	unmatched	0.000000
PXD003531	20130603_QE3_UPLC9_CFR_SA_OC_P_AS_03_02.raw	Technical	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422	AC=MS:1000422;NT=HCD	cv:ms:1000422	cv:ms:1000422	matched	cv_accession	1.000000
