"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD031801","","strict","Biological","cell_line","cell_line","HEK293T, B16-F10, MC38, LLC, NIH-3T3, A549, SW480","True"
"PXD031801","","strict","Biological","disease","disease","colon cancer","True"
"PXD031801","","strict","Biological","organ","organ","kidney","True"
"PXD031801","","strict","Biological","species","species","Homo sapiens, Mus musculus","True"
"PXD031801","","strict","ExperimentalDesign","factor_value","factor_value","PKA treatment/overexpression (Control, PKA) | colon cancer","True"
"PXD031801","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD031801","","strict","ExperimentalDesign","replicates","replicates","1","True"
"PXD031801","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD031801","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD031801","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD031801","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","17 ppm","True"
"PXD031801","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD031801","","strict","Technical","instrument","instrument","Orbitrap Fusion Lumos","True"
"PXD031801","","strict","Technical","label","label","label free","True"
"PXD031801","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD031801","","strict","Technical","modification","modification","Oxidation (M) | Phospho (STY) | Lysine oxidation to aminoadipic semialdehyde (K) | replacement of proton with ammonium ion (D) | not applicable","True"
"PXD031801","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","9 ppm","True"
