"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD005554","Biological","cell_type","cell_type","tumor cells","True"
"PXD005554","Biological","disease","disease","triple-negative breast cancer, high-grade serous ovarian cancer, normal","True"
"PXD005554","Biological","organ","organ","breast, omentum","True"
"PXD005554","Biological","sex","sex","female","True"
"PXD005554","Biological","species","species","homo sapiens","True"
"PXD005554","ExperimentalDesign","factor_value","factor_value","tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum) | triple-negative breast cancer, high-grade serous ovarian cancer, normal","True"
"PXD005554","ExperimentalDesign","fractions","fractions","15","True"
"PXD005554","ExperimentalDesign","replicates","replicates","8","True"
"PXD005554","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD005554","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD005554","Technical","fragment_mass_tolerance","fragment_mass_tolerance","10 ppm","True"
"PXD005554","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD005554","Technical","instrument","instrument","Q Exactive","True"
"PXD005554","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD005554","Technical","precursor_mass_tolerance","precursor_mass_tolerance","7 ppm","True"
