pxd	data_file	category	assessed_entities	gold_entities	matched_entities	assessed_only_entities	gold_only_entities	precision	recall	f1
PXD005355	00872_A01_P007435_B00_A00_R1.raw	Biological	3	3	3	0	0	1.000000	1.000000	1.000000
PXD005355	00872_A01_P007435_B00_A00_R1.raw	Technical	5	5	5	0	0	1.000000	1.000000	1.000000
PXD005355	00872_A01_P007435_B00_A00_R1.raw	ExperimentalDesign	1	0	0	1	0	0.000000	0.000000	0.000000
PXD005355	00872_A02_P007443_B00_A00_R2.raw	Biological	3	3	3	0	0	1.000000	1.000000	1.000000
PXD005355	00872_A02_P007443_B00_A00_R2.raw	Technical	5	5	5	0	0	1.000000	1.000000	1.000000
PXD005355	00872_A02_P007443_B00_A00_R2.raw	ExperimentalDesign	1	0	0	1	0	0.000000	0.000000	0.000000
PXD005355	00872_A03_P007451_B00_A00_R2.raw	Biological	3	3	3	0	0	1.000000	1.000000	1.000000
PXD005355	00872_A03_P007451_B00_A00_R2.raw	Technical	5	5	5	0	0	1.000000	1.000000	1.000000
PXD005355	00872_A03_P007451_B00_A00_R2.raw	ExperimentalDesign	1	0	0	1	0	0.000000	0.000000	0.000000
PXD005355	00872_A04_P007459_B00_A00_R2.raw	Biological	3	3	3	0	0	1.000000	1.000000	1.000000
PXD005355	00872_A04_P007459_B00_A00_R2.raw	Technical	5	5	5	0	0	1.000000	1.000000	1.000000
PXD005355	00872_A04_P007459_B00_A00_R2.raw	ExperimentalDesign	1	0	0	1	0	0.000000	0.000000	0.000000
PXD005355	00872_A05_P007467_B00_A00_R2.raw	Biological	3	3	3	0	0	1.000000	1.000000	1.000000
PXD005355	00872_A05_P007467_B00_A00_R2.raw	Technical	5	5	5	0	0	1.000000	1.000000	1.000000
PXD005355	00872_A05_P007467_B00_A00_R2.raw	ExperimentalDesign	1	0	0	1	0	0.000000	0.000000	0.000000
PXD005355	00872_A06_P007475_B00_A00_R1.raw	Biological	3	3	3	0	0	1.000000	1.000000	1.000000
PXD005355	00872_A06_P007475_B00_A00_R1.raw	Technical	5	5	5	0	0	1.000000	1.000000	1.000000
PXD005355	00872_A06_P007475_B00_A00_R1.raw	ExperimentalDesign	1	0	0	1	0	0.000000	0.000000	0.000000
PXD005355	00872_A07_P007483_B00_A00_R1.raw	Biological	3	3	3	0	0	1.000000	1.000000	1.000000
PXD005355	00872_A07_P007483_B00_A00_R1.raw	Technical	5	5	5	0	0	1.000000	1.000000	1.000000
PXD005355	00872_A07_P007483_B00_A00_R1.raw	ExperimentalDesign	1	0	0	1	0	0.000000	0.000000	0.000000
PXD005355	00872_A08_P007491_B00_A00_R1.raw	Biological	3	3	3	0	0	1.000000	1.000000	1.000000
PXD005355	00872_A08_P007491_B00_A00_R1.raw	Technical	5	5	5	0	0	1.000000	1.000000	1.000000
PXD005355	00872_A08_P007491_B00_A00_R1.raw	ExperimentalDesign	1	0	0	1	0	0.000000	0.000000	0.000000
PXD005355	00872_B01_P007436_B00_A00_R2.raw	Biological	3	3	3	0	0	1.000000	1.000000	1.000000
PXD005355	00872_B01_P007436_B00_A00_R2.raw	Technical	5	5	5	0	0	1.000000	1.000000	1.000000
PXD005355	00872_B01_P007436_B00_A00_R2.raw	ExperimentalDesign	1	0	0	1	0	0.000000	0.000000	0.000000
PXD005355	00872_B02_P007444_B00_A00_R2.raw	Biological	3	3	3	0	0	1.000000	1.000000	1.000000
PXD005355	00872_B02_P007444_B00_A00_R2.raw	Technical	5	5	5	0	0	1.000000	1.000000	1.000000
PXD005355	00872_B02_P007444_B00_A00_R2.raw	ExperimentalDesign	1	0	0	1	0	0.000000	0.000000	0.000000
PXD005355	00872_B03_P007452_B00_A00_R2.raw	Biological	3	3	3	0	0	1.000000	1.000000	1.000000
