sdrf row	source name	logical field	sdrf header	selected value	selected source	evidence	agent status	agent confidence	judge verdict	judge hallucination	judge type mismatch	judge corrected value	resolution rule	assessment state	source records
1	PXD027640-Sample-1	source_name	source name	PXD027640-Sample-1	derived								legacy_derivation	derived	[]
1	PXD027640-Sample-1	organism	characteristics[organism]	Plasmodium falciparum	biological_agent	The peptide spectra were searched against the P. falciparum database to identify proteins associated with PfMed31.	AGREE	1.0	high	False	False		source_precedence:biological_agent	derived	"[{""cv_accession"": null, ""cv_name"": ""Plasmodium falciparum"", ""metadata"": {""source_field"": ""species""}, ""scope"": ""sample"", ""source"": ""biological_agent"", ""value"": ""Plasmodium falciparum""}]"
1	PXD027640-Sample-1	organism_part	characteristics[organism part]	blood	biological_agent	6 mL of infected blood (>10% parasitemia, 2% hematocrit) was harvested for the experiment.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived	"[{""cv_accession"": null, ""cv_name"": null, ""metadata"": {""source_field"": ""tissue""}, ""scope"": ""sample"", ""source"": ""biological_agent"", ""value"": ""blood""}]"
1	PXD027640-Sample-1	disease	characteristics[disease]	malaria	biological_agent	The genome of the human malaria parasite Plasmodium falciparum has been predicted to encode several Mediator subunits.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived	"[{""cv_accession"": null, ""cv_name"": null, ""metadata"": {""source_field"": ""disease_state""}, ""scope"": ""sample"", ""source"": ""biological_agent"", ""value"": ""malaria""}]"
1	PXD027640-Sample-1	cell_type	characteristics[cell type]	erythrocytes	biological_agent	For western blot analysis, parasites were released from infected erythrocytes by 0.1% saponin treatment and lysed using 50–200 μL of the parasite lysis buffer	LLM_ONLY	0.5					source_precedence:biological_agent	derived	"[{""cv_accession"": null, ""cv_name"": null, ""metadata"": {""source_field"": ""cell_type""}, ""scope"": ""sample"", ""source"": ""biological_agent"", ""value"": ""erythrocytes""}]"
1	PXD027640-Sample-1	cell_line	characteristics[cell line]	T996	biological_agent	the wild-type T996 parent strain as a negative control to rule out nonspecific interactions	LLM_ONLY	0.5					source_precedence:biological_agent	derived	"[{""cv_accession"": null, ""cv_name"": null, ""metadata"": {""source_field"": ""cell_line""}, ""scope"": ""sample"", ""source"": ""biological_agent"", ""value"": ""T996""}]"
1	PXD027640-Sample-1	assay_name	assay name	run 1	derived								legacy_derivation	derived	[]
1	PXD027640-Sample-1	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived	[]
1	PXD027640-Sample-1	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	runassessor								source_precedence:runassessor	derived	"[{""cv_accession"": null, ""cv_name"": null, ""metadata"": {""source_path"": ""runAssessor.files.PXD027640/160611_T996neg_A.mzML.spectra_stats.acquisition_type""}, ""scope"": ""assay"", ""source"": ""runassessor"", ""value"": ""DDA""}]"
1	PXD027640-Sample-1	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived	"[{""cv_accession"": null, ""cv_name"": null, ""metadata"": {}, ""scope"": ""study"", ""source"": ""technical_agent"", ""value"": ""label-free""}]"
