"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD019394","","strict","Biological","age","age","three-week-old","True"
"PXD019394","","strict","Biological","disease","disease","normal","True"
"PXD019394","","strict","Biological","organ","organ","brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, testis","True"
"PXD019394","","strict","Biological","sex","sex","male","True"
"PXD019394","","strict","Biological","species","species","Mus musculus","True"
"PXD019394","","strict","ExperimentalDesign","factor_value","factor_value","normal","True"
"PXD019394","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD019394","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD019394","","strict","Technical","fragmentation","fragmentation","collision-induced dissociation","True"
"PXD019394","","strict","Technical","instrument","instrument","LTQ-Orbitrap, LTQ-Velos-Orbitrap","True"
"PXD019394","","strict","Technical","label","label","label free","True"
"PXD019394","","strict","Technical","mass_analyzer","mass_analyzer","Ion Trap","True"
"PXD019394","","strict","Technical","modification","modification","monohydroxylated residue | phosphorylated residue | iodoacetamide derivatized residue","True"
