"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD040899","","strict","Biological","age","age","5 weeks, 10-12 weeks","True"
"PXD040899","","strict","Biological","cell_type","cell_type","adipocytes","True"
"PXD040899","","strict","Biological","disease","disease","sel1l deficiency, atg7 deficiency, sel1l and atg7 deficiency, normal","True"
"PXD040899","","strict","Biological","organ","organ","brown adipose tissue, white adipose tissue","True"
"PXD040899","","strict","Biological","sex","sex","female","True"
"PXD040899","","strict","Biological","species","species","Mus musculus","True"
"PXD040899","","strict","ExperimentalDesign","factor_value","factor_value","genotype (WT, Sel1L Ucp1Cre, Hrd1 Ucp1Cre, Sel1LAdipCre, Atg7AdipCre, DKO) | sel1l deficiency, atg7 deficiency, sel1l and atg7 deficiency, normal","True"
"PXD040899","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD040899","","strict","ExperimentalDesign","replicates","replicates","28","True"
"PXD040899","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD040899","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD040899","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD040899","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","9 ppm","True"
"PXD040899","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD040899","","strict","Technical","instrument","instrument","Q Exactive HF","True"
"PXD040899","","strict","Technical","label","label","label free","True"
"PXD040899","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD040899","","strict","Technical","modification","modification","Phospho (STY) | Acrylamide adduct (C) | Methylphosphonylation (S)","True"
"PXD040899","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","7 ppm","True"
