"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD011967","Biological","age","age","20–87 years","True"
"PXD011967","Biological","disease","disease","normal","True"
"PXD011967","Biological","organ","organ","skeletal muscle","True"
"PXD011967","Biological","species","species","homo sapiens","True"
"PXD011967","ExperimentalDesign","factor_value","factor_value","physical activity (not active, active, moderately active, highly active) | normal","True"
"PXD011967","ExperimentalDesign","fractions","fractions","33","True"
"PXD011967","ExperimentalDesign","replicates","replicates","58","True"
"PXD011967","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD011967","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD011967","Technical","fragment_mass_tolerance","fragment_mass_tolerance","11 ppm","True"
"PXD011967","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD011967","Technical","instrument","instrument","Q Exactive HF","True"
"PXD011967","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD011967","Technical","precursor_mass_tolerance","precursor_mass_tolerance","6 ppm","True"
