"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD030883","","strict","Biological","disease","disease","tb lymphadenitis, pulmonary tb, healthy","True"
"PXD030883","","strict","Biological","organ","organ","blood plasma","True"
"PXD030883","","strict","Biological","species","species","Homo sapiens","True"
"PXD030883","","strict","ExperimentalDesign","factor_value","factor_value","disease/treatment state (HC, PTB, TBL, Rx) | tb lymphadenitis, pulmonary tb, healthy","True"
"PXD030883","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD030883","","strict","ExperimentalDesign","replicates","replicates","18","True"
"PXD030883","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD030883","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD030883","","strict","Technical","alkylation_reagent","alkylation_reagent","iodoacetamide","True"
"PXD030883","","strict","Technical","cleavage_agent","cleavage_agent","Lys-C","True"
"PXD030883","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","20 ppm","True"
"PXD030883","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD030883","","strict","Technical","instrument","instrument","Q Exactive HF","True"
"PXD030883","","strict","Technical","label","label","TMT126 | TMT127N | TMT127C | TMT128N | TMT128C | TMT129N | TMT129C | TMT130N | TMT130C | TMT131","True"
"PXD030883","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD030883","","strict","Technical","modification","modification","Carbamidomethyl (C) | TMT6plex (K) | Oxidation (M) | TMTpro (K) | reduction (D)","True"
"PXD030883","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","4.5 ppm","True"
"PXD030883","","strict","Technical","reduction_reagent","reduction_reagent","tris(2-carboxyethyl)phosphine","True"
