sdrf row	source name	logical field	sdrf header	selected value	selected source	evidence	agent status	agent confidence	judge verdict	judge hallucination	judge type mismatch	judge corrected value	resolution rule	assessment state	source records
1	PXD011507-Sample-1	source_name	source name	PXD011507-Sample-1	derived								legacy_derivation	derived	[]
1	PXD011507-Sample-1	organism	characteristics[organism]	Acidithiobacillus caldus, Leptospirillum ferriphilum, Sulfobacillus thermosulfidooxidans	biological_agent	Three bacterial acidophile species were used: Leptospirillum ferriphilumT DSM 14647, Sulfobacillus thermosulfidooxidansT DSM 9293, and Acidithiobacillus caldusT DSM 8584.	DISAGREE_LLM_OUTVOTED	0.9429808855056764	medium	False	False	Acidithiobacillus caldus, Leptospirillum ferriphilum, Sulfobacillus thermosulfidooxidans	source_precedence:biological_agent	derived	"[{""cv_accession"": null, ""cv_name"": ""Acidithiobacillus caldus"", ""metadata"": {""source_field"": ""species""}, ""scope"": ""sample"", ""source"": ""biological_agent"", ""value"": ""Acidithiobacillus caldus""}]"
1	PXD011507-Sample-1	cell_type	characteristics[cell type]	planktonic cells, biofilm cells	biological_agent	this study investigated planktonic and biofilm cells of acidophilic (optimal growth pH < 3) biomining bacteria.	LLM_ONLY	0.5	medium	False	False	planktonic cells, biofilm cells	source_precedence:biological_agent	derived	"[{""cv_accession"": null, ""cv_name"": null, ""metadata"": {""source_field"": ""cell_type""}, ""scope"": ""sample"", ""source"": ""biological_agent"", ""value"": ""planktonic cells""}]"
1	PXD011507-Sample-1	assay_name	assay name	run 1	derived								legacy_derivation	derived	[]
1	PXD011507-Sample-1	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived	[]
1	PXD011507-Sample-1	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	runassessor								source_precedence:runassessor	derived	"[{""cv_accession"": null, ""cv_name"": null, ""metadata"": {""source_path"": ""runAssessor.files.PXD011507/LNU-AXX-Si00-CnB-P-B7ST-Pr_180min.mzML.spectra_stats.acquisition_type""}, ""scope"": ""assay"", ""source"": ""runassessor"", ""value"": ""DDA""}]"
1	PXD011507-Sample-1	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived	"[{""cv_accession"": null, ""cv_name"": null, ""metadata"": {}, ""scope"": ""study"", ""source"": ""technical_agent"", ""value"": ""label-free""}]"
1	PXD011507-Sample-1	instrument	comment[instrument]	Q-Exactive HF, LTQ Orbitrap Elite	runassessor				medium	False	False	Q-Exactive HF, LTQ Orbitrap Elite	source_precedence:runassessor	derived	"[{""cv_accession"": ""MS:1001910"", ""cv_name"": ""Orbitrap Elite"", ""metadata"": {""source_path"": ""runAssessor.files.PXD011507/LNU-AXX-Si00-CnB-P-B7ST-Pr_180min.mzML.instrument_model.name""}, ""scope"": ""assay"", ""source"": ""runassessor"", ""value"": ""Orbitrap Elite""}, {""cv_accession"": null, ""cv_name"": null, ""metadata"": {}, ""scope"": ""study"", ""source"": ""technical_agent"", ""value"": ""Orbitrap Elite""}]"
1	PXD011507-Sample-1	dissociation	comment[dissociation method]	NT=collision-induced dissociation;AC=MS:1000133	runassessor								source_precedence:runassessor	derived	"[{""cv_accession"": null, ""cv_name"": null, ""metadata"": {""source_path"": ""runAssessor.files.PXD011507/LNU-AXX-Si00-CnB-P-B7ST-Pr_180min.mzML.spectra_stats.fragmentation_type""}, ""scope"": ""assay"", ""source"": ""runassessor"", ""value"": ""LR_IT_CID""}]"
1	PXD011507-Sample-1	factor_value	factor value[experimental design]	culture type (continuous, mineral); microbial composition (single, binary, tertiary combinations)	experimental_design_agent	compare the intensities with two-sample Welch’s t test (mineral or continuous)	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived	"[{""cv_accession"": null, ""cv_name"": null, ""metadata"": {""source_field"": ""factor_value""}, ""scope"": ""study"", ""source"": ""experimental_design_agent"", ""value"": ""culture type (continuous, mineral); microbial composition (single, binary, tertiary combinations)""}]"
1	PXD011507-Sample-1	reduction_reagent	comment[reduction reagent]	dithiothreitol	derived								legacy_derivation	derived	[]
1	PXD011507-Sample-1	alkylation_reagent	comment[alkylation reagent]	iodoacetamide	derived								legacy_derivation	derived	[]
1	PXD011507-Sample-1	ms2_analyzer	comment[ms2 mass analyzer]	Orbitrap	technical_agent								source_precedence:technical_agent	derived	"[{""cv_accession"": null, ""cv_name"": null, ""metadata"": {}, ""scope"": ""study"", ""source"": ""technical_agent"", ""value"": ""Orbitrap""}]"
1	PXD011507-Sample-1	collision_energy	comment[collision energy]	35%	derived								legacy_derivation	derived	[]
1	PXD011507-Sample-1	data_file	comment[data file]	LNU-AXX-Si00-CnB-P-B7ST-Pr_180min.raw	derived								legacy_derivation	derived	[]
1	PXD011507-Sample-1	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived	[]
1	PXD011507-Sample-1	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v2.1.0	derived								legacy_derivation	derived	[]
2	PXD011507-Sample-2	source_name	source name	PXD011507-Sample-2	derived								legacy_derivation	derived	[]
2	PXD011507-Sample-2	organism	characteristics[organism]	Acidithiobacillus caldus, Leptospirillum ferriphilum, Sulfobacillus thermosulfidooxidans	biological_agent	Three bacterial acidophile species were used: Leptospirillum ferriphilumT DSM 14647, Sulfobacillus thermosulfidooxidansT DSM 9293, and Acidithiobacillus caldusT DSM 8584.	DISAGREE_LLM_OUTVOTED	0.9429808855056764	medium	False	False	Acidithiobacillus caldus, Leptospirillum ferriphilum, Sulfobacillus thermosulfidooxidans	source_precedence:biological_agent	derived	"[{""cv_accession"": null, ""cv_name"": ""Acidithiobacillus caldus"", ""metadata"": {""source_field"": ""species""}, ""scope"": ""sample"", ""source"": ""biological_agent"", ""value"": ""Acidithiobacillus caldus""}]"
2	PXD011507-Sample-2	cell_type	characteristics[cell type]	planktonic cells, biofilm cells	biological_agent	this study investigated planktonic and biofilm cells of acidophilic (optimal growth pH < 3) biomining bacteria.	LLM_ONLY	0.5	medium	False	False	planktonic cells, biofilm cells	source_precedence:biological_agent	derived	"[{""cv_accession"": null, ""cv_name"": null, ""metadata"": {""source_field"": ""cell_type""}, ""scope"": ""sample"", ""source"": ""biological_agent"", ""value"": ""planktonic cells""}]"
2	PXD011507-Sample-2	assay_name	assay name	run 2	derived								legacy_derivation	derived	[]
2	PXD011507-Sample-2	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived	[]
2	PXD011507-Sample-2	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	runassessor								source_precedence:runassessor	derived	"[{""cv_accession"": null, ""cv_name"": null, ""metadata"": {""source_path"": ""runAssessor.files.PXD011507/LNU-AXX-Si00-CnB-P-B8ST-Pr_180min.mzML.spectra_stats.acquisition_type""}, ""scope"": ""assay"", ""source"": ""runassessor"", ""value"": ""DDA""}]"
2	PXD011507-Sample-2	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived	"[{""cv_accession"": null, ""cv_name"": null, ""metadata"": {}, ""scope"": ""study"", ""source"": ""technical_agent"", ""value"": ""label-free""}]"
2	PXD011507-Sample-2	instrument	comment[instrument]	Q-Exactive HF, LTQ Orbitrap Elite	runassessor				medium	False	False	Q-Exactive HF, LTQ Orbitrap Elite	source_precedence:runassessor	derived	"[{""cv_accession"": ""MS:1001910"", ""cv_name"": ""Orbitrap Elite"", ""metadata"": {""source_path"": ""runAssessor.files.PXD011507/LNU-AXX-Si00-CnB-P-B8ST-Pr_180min.mzML.instrument_model.name""}, ""scope"": ""assay"", ""source"": ""runassessor"", ""value"": ""Orbitrap Elite""}, {""cv_accession"": null, ""cv_name"": null, ""metadata"": {}, ""scope"": ""study"", ""source"": ""technical_agent"", ""value"": ""Orbitrap Elite""}]"
2	PXD011507-Sample-2	dissociation	comment[dissociation method]	NT=collision-induced dissociation;AC=MS:1000133	runassessor								source_precedence:runassessor	derived	"[{""cv_accession"": null, ""cv_name"": null, ""metadata"": {""source_path"": ""runAssessor.files.PXD011507/LNU-AXX-Si00-CnB-P-B8ST-Pr_180min.mzML.spectra_stats.fragmentation_type""}, ""scope"": ""assay"", ""source"": ""runassessor"", ""value"": ""LR_IT_CID""}]"
