"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD055157","","strict","Biological","cell_line","cell_line","MDA-MB468, MDA-MB231, HEK-293T, 4T1, E0771","True"
"PXD055157","","strict","Biological","cell_type","cell_type","epithelial cell","True"
"PXD055157","","strict","Biological","disease","disease","triple-negative breast cancer, breast cancer","True"
"PXD055157","","strict","Biological","organ","organ","breast","True"
"PXD055157","","strict","Biological","species","species","Homo sapiens, Mus musculus","True"
"PXD055157","","strict","ExperimentalDesign","factor_value","factor_value","MGAT1 expression (Flag-HA-tagged hMGAT1, control) | triple-negative breast cancer, breast cancer","True"
"PXD055157","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD055157","","strict","ExperimentalDesign","replicates","replicates","2","True"
"PXD055157","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD055157","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD055157","","strict","Technical","alkylation_reagent","alkylation_reagent","iodoacetamide","True"
"PXD055157","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD055157","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","7 ppm","True"
"PXD055157","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD055157","","strict","Technical","instrument","instrument","Q Exactive Plus","True"
"PXD055157","","strict","Technical","label","label","label free","True"
"PXD055157","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD055157","","strict","Technical","modification","modification","Carbamidomethyl (C) | Oxidation (M) | Deamidation (NQ) | Gln->Trp substitution (Q) | not applicable","True"
"PXD055157","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","7 ppm","True"
"PXD055157","","strict","Technical","reduction_reagent","reduction_reagent","dithiothreitol","True"
