field	category	assessed_entities	gold_entities	matched_entities	macro_precision	macro_recall	macro_f1
characteristics[age]	Biological	0	0	0			
characteristics[cell line]	Biological	29	0	0	0.0	0.0	0.0
characteristics[cell type]	Biological	29	58	0	0.0	0.0	0.0
characteristics[cellosaurus accession]	Biological	0	0	0			
characteristics[disease]	Biological	29	29	29	1.0	1.0	1.0
characteristics[organism part]	Biological	29	0	0	0.0	0.0	0.0
characteristics[organism]	Biological	29	29	29	1.0	1.0	1.0
characteristics[sex]	Biological	0	0	0			
characteristics[biological replicate]	ExperimentalDesign	29	0	0	0.0	0.0	0.0
comment[fraction identifier]	ExperimentalDesign	29	29	0	0.0	0.0	0.0
comment[technical replicate]	ExperimentalDesign	29	0	0	0.0	0.0	0.0
factor value[disease]	ExperimentalDesign	29	0	0	0.0	0.0	0.0
factor value[experimental design]	ExperimentalDesign	29	0	0	0.0	0.0	0.0
comment[cleavage agent details]	Technical	0	58	0	0.0	0.0	0.0
comment[dissociation method]	Technical	28	0	0	0.0	0.0	0.0
comment[instrument]	Technical	29	29	0	0.0	0.0	0.0
comment[label]	Technical	0	86	0	0.0	0.0	0.0
comment[ms2 mass analyzer]	Technical	29	0	0	0.0	0.0	0.0
comment[precursor mass tolerance]	Technical	29	0	0	0.0	0.0	0.0
comment[proteomics data acquisition method]	Technical	29	0	0	0.0	0.0	0.0
technology type	Technical	29	0	0	0.0	0.0	0.0
