pxd	data_file	category	assessed_entities	gold_entities	matched_entities	assessed_only_entities	gold_only_entities	precision	recall	f1
PXD001558	20120229_MLP_333188_ps108TiO2.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120229_MLP_333188_ps108TiO2.raw	Technical	13	6	1	12	5	0.076923	0.166667	0.105263
PXD001558	20120229_MLP_333188_ps108TiO2.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120229_MLP_333188_ps109TiO2.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120229_MLP_333188_ps109TiO2.raw	Technical	12	6	1	11	5	0.083333	0.166667	0.111111
PXD001558	20120229_MLP_333188_ps109TiO2.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120229_MLP_333188_ps110ATiO2.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120229_MLP_333188_ps110ATiO2.raw	Technical	13	6	1	12	5	0.076923	0.166667	0.105263
PXD001558	20120229_MLP_333188_ps110ATiO2.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120229_MLP_333188_ps111TiO2.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120229_MLP_333188_ps111TiO2.raw	Technical	12	6	1	11	5	0.083333	0.166667	0.111111
PXD001558	20120229_MLP_333188_ps111TiO2.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_333188_Tio2ps109.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120326_MLP_333188_Tio2ps109.raw	Technical	13	6	1	12	5	0.076923	0.166667	0.105263
PXD001558	20120326_MLP_333188_Tio2ps109.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_333188_Tio2ps111.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120326_MLP_333188_Tio2ps111.raw	Technical	13	6	1	12	5	0.076923	0.166667	0.105263
PXD001558	20120326_MLP_333188_Tio2ps111.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_333188_Tio2ps112.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120326_MLP_333188_Tio2ps112.raw	Technical	13	6	1	12	5	0.076923	0.166667	0.105263
PXD001558	20120326_MLP_333188_Tio2ps112.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_333188_Tio2ps113.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120326_MLP_333188_Tio2ps113.raw	Technical	13	6	1	12	5	0.076923	0.166667	0.105263
PXD001558	20120326_MLP_333188_Tio2ps113.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_333188_Tio2ps114.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120326_MLP_333188_Tio2ps114.raw	Technical	13	6	1	12	5	0.076923	0.166667	0.105263
PXD001558	20120326_MLP_333188_Tio2ps114.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_333188_Tio2ps115.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120326_MLP_333188_Tio2ps115.raw	Technical	12	6	1	11	5	0.083333	0.166667	0.111111
PXD001558	20120326_MLP_333188_Tio2ps115.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_363207_Tio2ps120.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120326_MLP_363207_Tio2ps120.raw	Technical	13	6	1	12	5	0.076923	0.166667	0.105263
PXD001558	20120326_MLP_363207_Tio2ps120.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_363207_Tio2ps121.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120326_MLP_363207_Tio2ps121.raw	Technical	13	6	1	12	5	0.076923	0.166667	0.105263
PXD001558	20120326_MLP_363207_Tio2ps121.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_363207_Tio2ps122.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120326_MLP_363207_Tio2ps122.raw	Technical	12	6	1	11	5	0.083333	0.166667	0.111111
PXD001558	20120326_MLP_363207_Tio2ps122.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_363207_Tio2ps123.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120326_MLP_363207_Tio2ps123.raw	Technical	13	6	1	12	5	0.076923	0.166667	0.105263
PXD001558	20120326_MLP_363207_Tio2ps123.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120410_MLP_333195_TiO2ps116.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120410_MLP_333195_TiO2ps116.raw	Technical	12	6	1	11	5	0.083333	0.166667	0.111111
PXD001558	20120410_MLP_333195_TiO2ps116.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120410_MLP_333195_TiO2ps117.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120410_MLP_333195_TiO2ps117.raw	Technical	13	6	1	12	5	0.076923	0.166667	0.105263
PXD001558	20120410_MLP_333195_TiO2ps117.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120516_psMLP119.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120516_psMLP119.raw	Technical	13	5	1	12	4	0.076923	0.200000	0.111111
PXD001558	20120516_psMLP119.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120601_psMLP118.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120601_psMLP118.raw	Technical	12	5	1	11	4	0.083333	0.200000	0.117647
PXD001558	20120601_psMLP118.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120703_MLP_363211_TiO2ps124.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120703_MLP_363211_TiO2ps124.raw	Technical	13	6	1	12	5	0.076923	0.166667	0.105263
PXD001558	20120703_MLP_363211_TiO2ps124.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120703_MLP_363211_TiO2ps125.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120703_MLP_363211_TiO2ps125.raw	Technical	13	6	1	12	5	0.076923	0.166667	0.105263
PXD001558	20120703_MLP_363211_TiO2ps125.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120703_MLP_363211_TiO2ps126.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120703_MLP_363211_TiO2ps126.raw	Technical	13	6	1	12	5	0.076923	0.166667	0.105263
PXD001558	20120703_MLP_363211_TiO2ps126.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120703_MLP_363211_TiO2ps127.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120703_MLP_363211_TiO2ps127.raw	Technical	13	6	1	12	5	0.076923	0.166667	0.105263
PXD001558	20120703_MLP_363211_TiO2ps127.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120703_MLP_363211_TiO2ps128.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120703_MLP_363211_TiO2ps128.raw	Technical	13	6	1	12	5	0.076923	0.166667	0.105263
PXD001558	20120703_MLP_363211_TiO2ps128.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120703_MLP_363211_TiO2ps129.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120703_MLP_363211_TiO2ps129.raw	Technical	12	6	1	11	5	0.083333	0.166667	0.111111
PXD001558	20120703_MLP_363211_TiO2ps129.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120802_MLP_363216_Tio2ps130.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120802_MLP_363216_Tio2ps130.raw	Technical	13	6	1	12	5	0.076923	0.166667	0.105263
PXD001558	20120802_MLP_363216_Tio2ps130.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120802_MLP_363216_Tio2ps131.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120802_MLP_363216_Tio2ps131.raw	Technical	13	6	1	12	5	0.076923	0.166667	0.105263
PXD001558	20120802_MLP_363216_Tio2ps131.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120823_MLP_363227_TiO2ps111.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120823_MLP_363227_TiO2ps111.raw	Technical	13	6	1	12	5	0.076923	0.166667	0.105263
PXD001558	20120823_MLP_363227_TiO2ps111.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120823_MLP_363227_TiO2ps132.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120823_MLP_363227_TiO2ps132.raw	Technical	13	6	1	12	5	0.076923	0.166667	0.105263
PXD001558	20120823_MLP_363227_TiO2ps132.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20120823_MLP_363227_TiO2ps133.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20120823_MLP_363227_TiO2ps133.raw	Technical	13	6	1	12	5	0.076923	0.166667	0.105263
PXD001558	20120823_MLP_363227_TiO2ps133.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD001558	20121010_MLP_363245_TiO2ps135T2.raw	Biological	5	4	2	3	2	0.400000	0.500000	0.444444
PXD001558	20121010_MLP_363245_TiO2ps135T2.raw	Technical	13	6	1	12	5	0.076923	0.166667	0.105263
PXD001558	20121010_MLP_363245_TiO2ps135T2.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
