source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD013523-Sample-1	homo sapiens	kidney	papillary renal cell carcinoma, healthy	38	not available	not available	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney tissue)	6 ppm	17 ppm	orbitrap	case1_kidney_typeIIM_1D.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-2	homo sapiens	kidney	papillary renal cell carcinoma, healthy	38	not available	not available	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney tissue)	6 ppm	17 ppm	orbitrap	case1_kidney_typeIIM_SCX_2.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-3	homo sapiens	kidney	papillary renal cell carcinoma, healthy	38	not available	not available	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney tissue)	6 ppm	17 ppm	orbitrap	case1_kidney_typeII_SCX_3.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-4	homo sapiens	kidney	papillary renal cell carcinoma, healthy	38	not available	not available	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney tissue)	6 ppm	17 ppm	orbitrap	case1_kidney_typeI_1D.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-5	homo sapiens	kidney	papillary renal cell carcinoma, healthy	38	not available	not available	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney tissue)	6 ppm	17 ppm	orbitrap	case1_pRCC_typeII_1D.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-6	homo sapiens	kidney	papillary renal cell carcinoma, healthy	38	not available	not available	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney tissue)	6 ppm	17 ppm	orbitrap	case1_pRCC_typeII_SCX_2.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-7	homo sapiens	kidney	papillary renal cell carcinoma, healthy	38	not available	not available	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney tissue)	6 ppm	17 ppm	orbitrap	case1_pRCC_typeII_SCX_X.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-8	homo sapiens	kidney	papillary renal cell carcinoma, healthy	38	not available	not available	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney tissue)	6 ppm	17 ppm	orbitrap	case1_pRCC_typeI_SCX_X.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-9	homo sapiens	kidney	papillary renal cell carcinoma, healthy	38	not available	not available	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney tissue)	6 ppm	17 ppm	orbitrap	case2_kidney_typeIIM_1D.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-10	homo sapiens	kidney	papillary renal cell carcinoma, healthy	38	not available	not available	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney tissue)	6 ppm	17 ppm	orbitrap	case2_kidney_typeI_SCX_2.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-11	homo sapiens	kidney	papillary renal cell carcinoma, healthy	38	not available	not available	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney tissue)	6 ppm	17 ppm	orbitrap	case2_kidney_typeI_SCX_4.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-12	homo sapiens	kidney	papillary renal cell carcinoma, healthy	38	not available	not available	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney tissue)	6 ppm	17 ppm	orbitrap	case2_pRCC_typeIIM_SCX_4.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-13	homo sapiens	kidney	papillary renal cell carcinoma, healthy	38	not available	not available	run 13	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney tissue)	6 ppm	17 ppm	orbitrap	case2_pRCC_typeIIM_SCX_5.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-14	homo sapiens	kidney	papillary renal cell carcinoma, healthy	38	not available	not available	run 14	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney tissue)	6 ppm	17 ppm	orbitrap	case3_kidney_typeII_SCX_X.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-15	homo sapiens	kidney	papillary renal cell carcinoma, healthy	38	not available	not available	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney tissue)	6 ppm	17 ppm	orbitrap	case3_pRCC_typeIIM_SCX_3.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-16	homo sapiens	kidney	papillary renal cell carcinoma, healthy	38	not available	not available	run 16	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney tissue)	6 ppm	17 ppm	orbitrap	case4_kidney_typeII_SCX_3.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-17	homo sapiens	kidney	papillary renal cell carcinoma, healthy	38	not available	not available	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney tissue)	6 ppm	17 ppm	orbitrap	case4_kidney_typeII_SCX_4.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-18	homo sapiens	kidney	papillary renal cell carcinoma, healthy	38	not available	not available	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney tissue)	6 ppm	17 ppm	orbitrap	case4_kidney_typeI_SCX_2.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-19	homo sapiens	kidney	papillary renal cell carcinoma, healthy	38	not available	not available	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney tissue)	6 ppm	17 ppm	orbitrap	case4_pRCC_typeII_SCX_5.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
