sdrf row	source name	logical field	sdrf header	selected value	selected source	evidence	agent status	agent confidence	judge verdict	judge hallucination	judge type mismatch	judge corrected value	resolution rule	assessment state
1	PXD029059-Sample-1	source_name	source name	PXD029059-Sample-1	derived								legacy_derivation	derived
1	PXD029059-Sample-1	organism	characteristics[organism]	Fusarium graminearum	biological_agent	Here, we report that Fusarium graminearum (Fg), a destructive fungal pathogen of cereal crops, is challenged by host-derived high-iron stress.	AGREE	1.0	high	False	False		source_precedence:biological_agent	derived
1	PXD029059-Sample-1	organism_part	characteristics[organism part]	mycelia	biological_agent	Briefly, fresh mycelia of each sample were cross-linked with 1% formaldehyde for 10 min.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
1	PXD029059-Sample-1	assay_name	assay name	run 1	derived								legacy_derivation	derived
1	PXD029059-Sample-1	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
1	PXD029059-Sample-1	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	runassessor								source_precedence:runassessor	derived
1	PXD029059-Sample-1	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
1	PXD029059-Sample-1	instrument	comment[instrument]	NT=LTQ Orbitrap Velos;AC=MS:1001742	runassessor								source_precedence:runassessor	derived
1	PXD029059-Sample-1	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
1	PXD029059-Sample-1	dissociation	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422	runassessor								source_precedence:runassessor	derived
1	PXD029059-Sample-1	factor_value	factor value[experimental design]	protein bait (FgPacC30-GFP vs GFP control)	experimental_design_agent	The resulting transformant ΔFgPacC::FgPacC30-GFP was used for affinity capture-mass spectrometry analysis... ΔFgPacC transformed with GFP fragment was used as a control	LLM_ONLY	0.5					source_precedence:experimental_design_agent	derived
1	PXD029059-Sample-1	modification	comment[modification parameters]	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	derived								legacy_derivation	derived
1	PXD029059-Sample-1	precursor_tolerance	comment[precursor mass tolerance]	7.9 ppm	derived								legacy_derivation	derived
1	PXD029059-Sample-1	fragment_tolerance	comment[fragment mass tolerance]	11 ppm	derived								legacy_derivation	derived
1	PXD029059-Sample-1	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
1	PXD029059-Sample-1	data_file	comment[data file]	GFP_beeds_IP.raw	derived								legacy_derivation	derived
1	PXD029059-Sample-1	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
1	PXD029059-Sample-1	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v2.1.0	derived								legacy_derivation	derived
2	PXD029059-Sample-2	source_name	source name	PXD029059-Sample-2	derived								legacy_derivation	derived
2	PXD029059-Sample-2	organism	characteristics[organism]	Fusarium graminearum	biological_agent	Here, we report that Fusarium graminearum (Fg), a destructive fungal pathogen of cereal crops, is challenged by host-derived high-iron stress.	AGREE	1.0	high	False	False		source_precedence:biological_agent	derived
2	PXD029059-Sample-2	organism_part	characteristics[organism part]	mycelia	biological_agent	Briefly, fresh mycelia of each sample were cross-linked with 1% formaldehyde for 10 min.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
2	PXD029059-Sample-2	assay_name	assay name	run 2	derived								legacy_derivation	derived
2	PXD029059-Sample-2	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
2	PXD029059-Sample-2	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	runassessor								source_precedence:runassessor	derived
2	PXD029059-Sample-2	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
2	PXD029059-Sample-2	instrument	comment[instrument]	Q Exactive HF-X	runassessor								source_precedence:runassessor	derived
2	PXD029059-Sample-2	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
2	PXD029059-Sample-2	dissociation	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422	runassessor								source_precedence:runassessor	derived
2	PXD029059-Sample-2	factor_value	factor value[experimental design]	protein bait (FgPacC30-GFP vs GFP control)	experimental_design_agent	The resulting transformant ΔFgPacC::FgPacC30-GFP was used for affinity capture-mass spectrometry analysis... ΔFgPacC transformed with GFP fragment was used as a control	LLM_ONLY	0.5					source_precedence:experimental_design_agent	derived
2	PXD029059-Sample-2	modification	comment[modification parameters]	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	derived								legacy_derivation	derived
2	PXD029059-Sample-2	precursor_tolerance	comment[precursor mass tolerance]	7.9 ppm	derived								legacy_derivation	derived
2	PXD029059-Sample-2	fragment_tolerance	comment[fragment mass tolerance]	11 ppm	derived								legacy_derivation	derived
2	PXD029059-Sample-2	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
2	PXD029059-Sample-2	data_file	comment[data file]	PacC30_GFP_Beeds_IP.raw	derived								legacy_derivation	derived
2	PXD029059-Sample-2	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
2	PXD029059-Sample-2	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v2.1.0	derived								legacy_derivation	derived
