"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD036832","Biological","age","age","9 weeks","True"
"PXD036832","Biological","cell_type","cell_type","leukocytes","True"
"PXD036832","Biological","disease","disease","sepsis","True"
"PXD036832","Biological","organ","organ","heart, kidney, liver, lung, spleen, leukocytes, plasma","True"
"PXD036832","Biological","sex","sex","female","True"
"PXD036832","Biological","species","species","mus musculus","True"
"PXD036832","ExperimentalDesign","factor_value","factor_value","time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), treatment timing (2h, 8h) | sepsis","True"
"PXD036832","ExperimentalDesign","fractions","fractions","1","True"
"PXD036832","ExperimentalDesign","replicates","replicates","98","True"
"PXD036832","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD036832","Technical","acquisition_method","acquisition_method","data-dependent acquisition | data-independent acquisition","True"
"PXD036832","Technical","fragment_mass_tolerance","fragment_mass_tolerance","12 ppm","True"
"PXD036832","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD036832","Technical","instrument","instrument","Q Exactive HF-X","True"
"PXD036832","Technical","label","label","label free","True"
"PXD036832","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD036832","Technical","precursor_mass_tolerance","precursor_mass_tolerance","7 ppm","True"
