field	category	assessed_entities	gold_entities	matched_entities	macro_precision	macro_recall	macro_f1
characteristics[age]	Biological	0	0	0			
characteristics[disease]	Biological	192	192	96	0.5	0.5	0.5
characteristics[organism part]	Biological	192	192	0	0.0	0.0	0.0
characteristics[organism]	Biological	192	192	192	1.0	1.0	1.0
characteristics[sex]	Biological	0	192	0	0.0	0.0	0.0
characteristics[biological replicate]	ExperimentalDesign	192	0	0	0.0	0.0	0.0
comment[fraction identifier]	ExperimentalDesign	192	192	16	0.08333333333333333	0.08333333333333333	0.08333333333333333
comment[technical replicate]	ExperimentalDesign	192	192	96	0.5	0.5	0.5
factor value[disease]	ExperimentalDesign	192	0	0	0.0	0.0	0.0
factor value[experimental design]	ExperimentalDesign	192	0	0	0.0	0.0	0.0
comment[alkylation reagent]	Technical	192	0	0	0.0	0.0	0.0
comment[cleavage agent details]	Technical	192	192	192	1.0	1.0	1.0
comment[dissociation method]	Technical	192	0	0	0.0	0.0	0.0
comment[fragment mass tolerance]	Technical	192	192	0	0.0	0.0	0.0
comment[instrument]	Technical	192	192	192	1.0	1.0	1.0
comment[label]	Technical	0	192	0	0.0	0.0	0.0
comment[modification parameters]	Technical	576	384	384	0.666667	1.0	0.8000000000000002
comment[ms2 mass analyzer]	Technical	192	0	0	0.0	0.0	0.0
comment[precursor mass tolerance]	Technical	192	192	192	1.0	1.0	1.0
comment[proteomics data acquisition method]	Technical	192	0	0	0.0	0.0	0.0
comment[reduction reagent]	Technical	192	0	0	0.0	0.0	0.0
technology type	Technical	192	0	0	0.0	0.0	0.0
