sdrf row	source name	logical field	sdrf header	selected value	selected source	evidence	agent status	agent confidence	judge verdict	judge hallucination	judge type mismatch	judge corrected value	resolution rule	assessment state
1	PXD037001-Sample-1	source_name	source name	PXD037001-Sample-1	derived								legacy_derivation	derived
1	PXD037001-Sample-1	organism	characteristics[organism]	Homo sapiens, Mus musculus	biological_agent	The binding complexes generated by sense-lnc4012 pull-down identified 1655 proteins by mass spectrometry.	AGREE	1.0	medium	False	False	Homo sapiens, Mus musculus	source_precedence:biological_agent	derived
1	PXD037001-Sample-1	organism_part	characteristics[organism part]	heart	biological_agent	the biotinylated human lnc4012 sense probe (Sense-lnc4012) was able to capture more endogenous G3BP2 in the eluate of lnc4012-overexpressing cardiomyocytes	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
1	PXD037001-Sample-1	disease	characteristics[disease]	normal	biological_agent	Con_LOC107984012_MS_Rawdata.raw	LLM_ONLY	0.5					source_precedence:biological_agent	derived
1	PXD037001-Sample-1	cell_type	characteristics[cell type]	cardiomyocytes	biological_agent	the biotinylated human lnc4012 sense probe (Sense-lnc4012) was able to capture more endogenous G3BP2 in the eluate of lnc4012-overexpressing cardiomyocytes	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
1	PXD037001-Sample-1	cell_line	characteristics[cell line]	AC16, HL-1	biological_agent	the cell line of human cardiomyocyte, AC16 cells, were treated in vitro with ISO.	LLM_ONLY	0.5	medium	False	False	AC16, HL-1	source_precedence:biological_agent	derived
1	PXD037001-Sample-1	assay_name	assay name	run 1	derived								legacy_derivation	derived
1	PXD037001-Sample-1	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
1	PXD037001-Sample-1	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	runassessor								source_precedence:runassessor	derived
1	PXD037001-Sample-1	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
1	PXD037001-Sample-1	instrument	comment[instrument]	NT=Orbitrap Fusion;AC=MS:1002416	runassessor								source_precedence:runassessor	derived
1	PXD037001-Sample-1	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
1	PXD037001-Sample-1	dissociation	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422	runassessor								source_precedence:runassessor	derived
1	PXD037001-Sample-1	factor_value	factor value[experimental design]	expression level (control, lnc4012-overexpressing)	experimental_design_agent	Compared with the control (OE-Vector), IκBα was detected only in the 4012-overexpressing eluent	LLM_ONLY	0.5					source_precedence:experimental_design_agent	derived
1	PXD037001-Sample-1	modification	comment[modification parameters]	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	derived								legacy_derivation	derived
1	PXD037001-Sample-1	modification	comment[modification parameters]	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	derived								legacy_derivation	derived
1	PXD037001-Sample-1	modification	comment[modification parameters]	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	derived								legacy_derivation	derived
1	PXD037001-Sample-1	modification	comment[modification parameters]	NT=Acrylamide adduct;AC=UNIMOD:24;MT=Variable;TA=C	derived								legacy_derivation	derived
1	PXD037001-Sample-1	precursor_tolerance	comment[precursor mass tolerance]	6 ppm	derived								legacy_derivation	derived
1	PXD037001-Sample-1	fragment_tolerance	comment[fragment mass tolerance]	7 ppm	derived								legacy_derivation	derived
1	PXD037001-Sample-1	reduction_reagent	comment[reduction reagent]	dithiothreitol	derived								legacy_derivation	derived
1	PXD037001-Sample-1	alkylation_reagent	comment[alkylation reagent]	iodoacetamide	derived								legacy_derivation	derived
1	PXD037001-Sample-1	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
1	PXD037001-Sample-1	data_file	comment[data file]	Con_LOC107984012_MS_Rawdata.raw	derived								legacy_derivation	derived
1	PXD037001-Sample-1	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
1	PXD037001-Sample-1	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v2.1.0	derived								legacy_derivation	derived
1	PXD037001-Sample-1	factor_disease	factor value[disease]	normal	derived								legacy_derivation	derived
2	PXD037001-Sample-2	source_name	source name	PXD037001-Sample-2	derived								legacy_derivation	derived
2	PXD037001-Sample-2	organism	characteristics[organism]	Homo sapiens, Mus musculus	biological_agent	The binding complexes generated by sense-lnc4012 pull-down identified 1655 proteins by mass spectrometry.	AGREE	1.0	medium	False	False	Homo sapiens, Mus musculus	source_precedence:biological_agent	derived
2	PXD037001-Sample-2	organism_part	characteristics[organism part]	heart	biological_agent	the biotinylated human lnc4012 sense probe (Sense-lnc4012) was able to capture more endogenous G3BP2 in the eluate of lnc4012-overexpressing cardiomyocytes	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
2	PXD037001-Sample-2	disease	characteristics[disease]	normal	biological_agent	Con_LOC107984012_MS_Rawdata.raw	LLM_ONLY	0.5					source_precedence:biological_agent	derived
2	PXD037001-Sample-2	cell_type	characteristics[cell type]	cardiomyocytes	biological_agent	the biotinylated human lnc4012 sense probe (Sense-lnc4012) was able to capture more endogenous G3BP2 in the eluate of lnc4012-overexpressing cardiomyocytes	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
2	PXD037001-Sample-2	cell_line	characteristics[cell line]	AC16, HL-1	biological_agent	the cell line of human cardiomyocyte, AC16 cells, were treated in vitro with ISO.	LLM_ONLY	0.5	medium	False	False	AC16, HL-1	source_precedence:biological_agent	derived
2	PXD037001-Sample-2	assay_name	assay name	run 2	derived								legacy_derivation	derived
2	PXD037001-Sample-2	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
2	PXD037001-Sample-2	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	runassessor								source_precedence:runassessor	derived
2	PXD037001-Sample-2	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
2	PXD037001-Sample-2	instrument	comment[instrument]	NT=Orbitrap Fusion;AC=MS:1002416	runassessor								source_precedence:runassessor	derived
2	PXD037001-Sample-2	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
2	PXD037001-Sample-2	dissociation	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422	runassessor								source_precedence:runassessor	derived
2	PXD037001-Sample-2	factor_value	factor value[experimental design]	expression level (control, lnc4012-overexpressing)	experimental_design_agent	Compared with the control (OE-Vector), IκBα was detected only in the 4012-overexpressing eluent	LLM_ONLY	0.5					source_precedence:experimental_design_agent	derived
2	PXD037001-Sample-2	modification	comment[modification parameters]	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	derived								legacy_derivation	derived
2	PXD037001-Sample-2	modification	comment[modification parameters]	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	derived								legacy_derivation	derived
2	PXD037001-Sample-2	modification	comment[modification parameters]	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	derived								legacy_derivation	derived
2	PXD037001-Sample-2	modification	comment[modification parameters]	NT=Acrylamide adduct;AC=UNIMOD:24;MT=Variable;TA=C	derived								legacy_derivation	derived
2	PXD037001-Sample-2	precursor_tolerance	comment[precursor mass tolerance]	6 ppm	derived								legacy_derivation	derived
2	PXD037001-Sample-2	fragment_tolerance	comment[fragment mass tolerance]	7 ppm	derived								legacy_derivation	derived
2	PXD037001-Sample-2	reduction_reagent	comment[reduction reagent]	dithiothreitol	derived								legacy_derivation	derived
2	PXD037001-Sample-2	alkylation_reagent	comment[alkylation reagent]	iodoacetamide	derived								legacy_derivation	derived
2	PXD037001-Sample-2	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
2	PXD037001-Sample-2	data_file	comment[data file]	OV_LOC107984012_MS_Rawdata.raw	derived								legacy_derivation	derived
2	PXD037001-Sample-2	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
2	PXD037001-Sample-2	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v2.1.0	derived								legacy_derivation	derived
2	PXD037001-Sample-2	factor_disease	factor value[disease]	normal	derived								legacy_derivation	derived
