source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD001819-Sample-1	saccharomyces cerevisiae	not available	not available	cell	3	not available	not available	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	1	3	NT=collision-induced dissociation;AC=MS:1000133	UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)	8 ppm	-0.223497 ppm	orbitrap	UPS1_12500amol_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001819-Sample-2	saccharomyces cerevisiae	not available	not available	cell	3	not available	not available	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	1	3	not available	UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)	8 ppm	-0.223497 ppm	orbitrap	UPS1_12500amol_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001819-Sample-3	saccharomyces cerevisiae	not available	not available	cell	3	not available	not available	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	1	3	not available	UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)	8 ppm	-0.223497 ppm	orbitrap	UPS1_12500amol_R3.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001819-Sample-4	saccharomyces cerevisiae	not available	not available	cell	3	not available	not available	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	1	3	NT=collision-induced dissociation;AC=MS:1000133	UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)	8 ppm	-0.223497 ppm	orbitrap	UPS1_125amol_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001819-Sample-5	saccharomyces cerevisiae	not available	not available	cell	3	not available	not available	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	1	3	NT=collision-induced dissociation;AC=MS:1000133	UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)	8 ppm	-0.223497 ppm	orbitrap	UPS1_125amol_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001819-Sample-6	saccharomyces cerevisiae	not available	not available	cell	3	not available	not available	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	1	3	NT=collision-induced dissociation;AC=MS:1000133	UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)	8 ppm	-0.223497 ppm	orbitrap	UPS1_125amol_R3.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001819-Sample-7	saccharomyces cerevisiae	not available	not available	cell	3	not available	not available	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	1	3	NT=collision-induced dissociation;AC=MS:1000133	UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)	8 ppm	-0.223497 ppm	orbitrap	UPS1_25000amol_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001819-Sample-8	saccharomyces cerevisiae	not available	not available	cell	3	not available	not available	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	1	3	NT=collision-induced dissociation;AC=MS:1000133	UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)	8 ppm	-0.223497 ppm	orbitrap	UPS1_25000amol_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001819-Sample-9	saccharomyces cerevisiae	not available	not available	cell	3	not available	not available	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	1	3	NT=collision-induced dissociation;AC=MS:1000133	UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)	8 ppm	-0.223497 ppm	orbitrap	UPS1_25000amol_R3.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001819-Sample-10	saccharomyces cerevisiae	not available	not available	cell	3	not available	not available	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	1	3	NT=collision-induced dissociation;AC=MS:1000133	UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)	8 ppm	-0.223497 ppm	orbitrap	UPS1_2500amol_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001819-Sample-11	saccharomyces cerevisiae	not available	not available	cell	3	not available	not available	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	1	3	NT=collision-induced dissociation;AC=MS:1000133	UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)	8 ppm	-0.223497 ppm	orbitrap	UPS1_2500amol_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001819-Sample-12	saccharomyces cerevisiae	not available	not available	cell	3	not available	not available	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	1	3	NT=collision-induced dissociation;AC=MS:1000133	UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)	8 ppm	-0.223497 ppm	orbitrap	UPS1_2500amol_R3.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001819-Sample-13	saccharomyces cerevisiae	not available	not available	cell	3	not available	not available	run 13	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	1	3	NT=collision-induced dissociation;AC=MS:1000133	UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)	8 ppm	-0.223497 ppm	orbitrap	UPS1_250amol_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001819-Sample-14	saccharomyces cerevisiae	not available	not available	cell	3	not available	not available	run 14	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	1	3	NT=collision-induced dissociation;AC=MS:1000133	UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)	8 ppm	-0.223497 ppm	orbitrap	UPS1_250amol_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001819-Sample-15	saccharomyces cerevisiae	not available	not available	cell	3	not available	not available	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	1	3	NT=collision-induced dissociation;AC=MS:1000133	UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)	8 ppm	-0.223497 ppm	orbitrap	UPS1_250amol_R3.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001819-Sample-16	saccharomyces cerevisiae	not available	not available	cell	3	not available	not available	run 16	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	1	3	NT=collision-induced dissociation;AC=MS:1000133	UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)	8 ppm	-0.223497 ppm	orbitrap	UPS1_50000amol_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001819-Sample-17	saccharomyces cerevisiae	not available	not available	cell	3	not available	not available	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	1	3	NT=collision-induced dissociation;AC=MS:1000133	UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)	8 ppm	-0.223497 ppm	orbitrap	UPS1_50000amol_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001819-Sample-18	saccharomyces cerevisiae	not available	not available	cell	3	not available	not available	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	1	3	NT=collision-induced dissociation;AC=MS:1000133	UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)	8 ppm	-0.223497 ppm	orbitrap	UPS1_50000amol_R3.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001819-Sample-19	saccharomyces cerevisiae	not available	not available	cell	3	not available	not available	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	1	3	NT=collision-induced dissociation;AC=MS:1000133	UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)	8 ppm	-0.223497 ppm	orbitrap	UPS1_5000amol_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001819-Sample-20	saccharomyces cerevisiae	not available	not available	cell	3	not available	not available	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	1	3	NT=collision-induced dissociation;AC=MS:1000133	UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)	8 ppm	-0.223497 ppm	orbitrap	UPS1_5000amol_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001819-Sample-21	saccharomyces cerevisiae	not available	not available	cell	3	not available	not available	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	1	3	NT=collision-induced dissociation;AC=MS:1000133	UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)	8 ppm	-0.223497 ppm	orbitrap	UPS1_5000amol_R3.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001819-Sample-22	saccharomyces cerevisiae	not available	not available	cell	3	not available	not available	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	1	3	not available	UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)	8 ppm	-0.223497 ppm	orbitrap	UPS1_500amol_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001819-Sample-23	saccharomyces cerevisiae	not available	not available	cell	3	not available	not available	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	1	3	NT=collision-induced dissociation;AC=MS:1000133	UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)	8 ppm	-0.223497 ppm	orbitrap	UPS1_500amol_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001819-Sample-24	saccharomyces cerevisiae	not available	not available	cell	3	not available	not available	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	1	3	NT=collision-induced dissociation;AC=MS:1000133	UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)	8 ppm	-0.223497 ppm	orbitrap	UPS1_500amol_R3.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
