pxd	data_file	category	assessed_entities	gold_entities	matched_entities	assessed_only_entities	gold_only_entities	precision	recall	f1
PXD010603	20171002_JMM_A146_11.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171002_JMM_A146_11.raw	Technical	6	4	1	5	3	0.166667	0.250000	0.200000
PXD010603	20171002_JMM_A146_11.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_A146_12.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171002_JMM_A146_12.raw	Technical	6	4	1	5	3	0.166667	0.250000	0.200000
PXD010603	20171002_JMM_A146_12.raw	ExperimentalDesign	5	3	3	2	0	0.600000	1.000000	0.750000
PXD010603	20171002_JMM_A146_6.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171002_JMM_A146_6.raw	Technical	6	4	1	5	3	0.166667	0.250000	0.200000
PXD010603	20171002_JMM_A146_6.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_C146_5.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171002_JMM_C146_5.raw	Technical	6	4	1	5	3	0.166667	0.250000	0.200000
PXD010603	20171002_JMM_C146_5.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_CN146_1.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171002_JMM_CN146_1.raw	Technical	6	4	1	5	3	0.166667	0.250000	0.200000
PXD010603	20171002_JMM_CN146_1.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_EC146_9.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171002_JMM_EC146_9.raw	Technical	6	4	1	5	3	0.166667	0.250000	0.200000
PXD010603	20171002_JMM_EC146_9.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171017_JMM_IPL146_10.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171017_JMM_IPL146_10.raw	Technical	6	4	1	5	3	0.166667	0.250000	0.200000
PXD010603	20171017_JMM_IPL146_10.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171017_JMM_IPL146_11.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171017_JMM_IPL146_11.raw	Technical	6	4	1	5	3	0.166667	0.250000	0.200000
PXD010603	20171017_JMM_IPL146_11.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171017_JMM_IPL146_2.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171017_JMM_IPL146_2.raw	Technical	6	4	1	5	3	0.166667	0.250000	0.200000
PXD010603	20171017_JMM_IPL146_2.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171017_JMM_IPL146_8.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171017_JMM_IPL146_8.raw	Technical	6	4	1	5	3	0.166667	0.250000	0.200000
PXD010603	20171017_JMM_IPL146_8.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171018_JMM_MFG146_6.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171018_JMM_MFG146_6.raw	Technical	6	4	1	5	3	0.166667	0.250000	0.200000
PXD010603	20171018_JMM_MFG146_6.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171018_JMM_STG146_8.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171018_JMM_STG146_8.raw	Technical	6	4	1	5	3	0.166667	0.250000	0.200000
PXD010603	20171018_JMM_STG146_8.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171019_JMM_T146_9.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171019_JMM_T146_9.raw	Technical	6	4	1	5	3	0.166667	0.250000	0.200000
PXD010603	20171019_JMM_T146_9.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171025_JMM_VC146_1.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171025_JMM_VC146_1.raw	Technical	6	4	1	5	3	0.166667	0.250000	0.200000
PXD010603	20171025_JMM_VC146_1.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171025_JMM_VC146_10.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171025_JMM_VC146_10.raw	Technical	6	4	1	5	3	0.166667	0.250000	0.200000
PXD010603	20171025_JMM_VC146_10.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171025_JMM_VC146_6.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171025_JMM_VC146_6.raw	Technical	6	4	1	5	3	0.166667	0.250000	0.200000
PXD010603	20171025_JMM_VC146_6.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171026_JMM_C383_9.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171026_JMM_C383_9.raw	Technical	6	4	1	5	3	0.166667	0.250000	0.200000
PXD010603	20171026_JMM_C383_9.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171026_JMM_CN383_1.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171026_JMM_CN383_1.raw	Technical	6	4	1	5	3	0.166667	0.250000	0.200000
PXD010603	20171026_JMM_CN383_1.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171026_JMM_CN383_11.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171026_JMM_CN383_11.raw	Technical	6	4	1	5	3	0.166667	0.250000	0.200000
PXD010603	20171026_JMM_CN383_11.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171026_JMM_CN383_8.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171026_JMM_CN383_8.raw	Technical	6	4	1	5	3	0.166667	0.250000	0.200000
PXD010603	20171026_JMM_CN383_8.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171101_JMM_MFG383_8.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171101_JMM_MFG383_8.raw	Technical	6	4	1	5	3	0.166667	0.250000	0.200000
PXD010603	20171101_JMM_MFG383_8.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171103_JMM_A405_2.raw	Biological	5	5	1	4	4	0.200000	0.200000	0.200000
PXD010603	20171103_JMM_A405_2.raw	Technical	6	4	1	5	3	0.166667	0.250000	0.200000
PXD010603	20171103_JMM_A405_2.raw	ExperimentalDesign	5	3	1	4	2	0.200000	0.333333	0.250000
PXD010603	20171103_JMM_VC383_11.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171103_JMM_VC383_11.raw	Technical	6	4	1	5	3	0.166667	0.250000	0.200000
PXD010603	20171103_JMM_VC383_11.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171113_JMM_CN405_5.raw	Biological	5	5	1	4	4	0.200000	0.200000	0.200000
PXD010603	20171113_JMM_CN405_5.raw	Technical	6	4	1	5	3	0.166667	0.250000	0.200000
PXD010603	20171113_JMM_CN405_5.raw	ExperimentalDesign	5	3	1	4	2	0.200000	0.333333	0.250000
