"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD016919","","strict","Biological","age","age","8–12-week-old","True"
"PXD016919","","strict","Biological","cell_type","cell_type","hepatocytes","True"
"PXD016919","","strict","Biological","disease","disease","normal","True"
"PXD016919","","strict","Biological","organ","organ","liver","True"
"PXD016919","","strict","Biological","sex","sex","male","True"
"PXD016919","","strict","Biological","species","species","Mus musculus","True"
"PXD016919","","strict","ExperimentalDesign","factor_value","factor_value","treatment (with Torin1, without Torin1), protein (PER1, CRY1) | normal","True"
"PXD016919","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD016919","","strict","ExperimentalDesign","replicates","replicates","3","True"
"PXD016919","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD016919","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD016919","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","9 ppm","True"
"PXD016919","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD016919","","strict","Technical","instrument","instrument","Thermo Q Exactive, Thermo LTQ Orbitrap","True"
"PXD016919","","strict","Technical","label","label","label free","True"
"PXD016919","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD016919","","strict","Technical","modification","modification","Carbamidomethyl (C) | Oxidation (M) | Phospho (STY) | Deamidation (NQ)","True"
"PXD016919","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","6 ppm","True"
