"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD009602","","strict","Biological","age","age","27-85 years","True"
"PXD009602","","strict","Biological","cell_type","cell_type","malignant cells","True"
"PXD009602","","strict","Biological","disease","disease","colorectal carcinoma, normal","True"
"PXD009602","","strict","Biological","organ","organ","colon","True"
"PXD009602","","strict","Biological","species","species","Homo sapiens","True"
"PXD009602","","strict","ExperimentalDesign","factor_value","factor_value","tissue type (CRC, NMC) | colorectal carcinoma, normal","True"
"PXD009602","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD009602","","strict","ExperimentalDesign","replicates","replicates","104","True"
"PXD009602","","strict","ExperimentalDesign","technical_replicates","technical_replicates","5","True"
"PXD009602","","strict","Technical","instrument","instrument","LTQ Orbitrap XL","True"
"PXD009602","","strict","Technical","label","label","label free","True"
"PXD009602","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
