source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD005554-Sample-1	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	150324_121_AN_G42_C1_2h.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-2	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	150330_121_AN_G138_C2_2h.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-3	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	150603_121_AN_G138_C2_f12.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-4	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	150603_121_AN_G138_C2_f9.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-5	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	150603_121_AN_G138_S2_f14.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-6	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	150603_121_AN_G138_S2_f7.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-7	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	150911_174_AN_G138_C1_f14.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-8	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	150911_174_AN_G138_C1_f7.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-9	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	150911_174_AN_G138_C1_f9.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-10	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	150911_174_AN_G138_S1_f11.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
