"paper_id","source","mode","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","technical_origin","repository_origin","inference","error_category","issue_summary","corrected_value"
"PXD015957","","strict","Biological","cell_line","108T, 12T, A375","","low","False","","False","False","False","False","","","wrong_value","TYPE CHECK: Unable to evaluate.
SOURCE CHECK: N/A
TRUTH CHECK: N/A
COMPLETENESS CHECK: N/A
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD015957","","strict","Biological","cell_type","melanocyte","","low","False","","False","False","False","False","","","wrong_value","TYPE CHECK: Unable to evaluate.
SOURCE CHECK: N/A
TRUTH CHECK: N/A
COMPLETENESS CHECK: N/A
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD015957","","strict","Biological","disease","melanoma","","low","False","","False","False","False","False","","","wrong_value","TYPE CHECK: Unable to evaluate.
SOURCE CHECK: N/A
TRUTH CHECK: N/A
COMPLETENESS CHECK: N/A
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD015957","","strict","Biological","organ","skin","","low","False","","False","False","False","False","","","wrong_value","TYPE CHECK: The candidate value ""skin"" is a valid organ/tissue type.
SOURCE CHECK: The value ""skin"" appears in the text (""517 GTEx skin samples""), but these were used for transcriptomics data analysis, not for the HLA peptidomics mass spectrometry experiment. The MS samples were derived from melanoma cell lines (108T, 12T, A375).
TRUTH CHECK: The MS samples were derived from melanoma cell lines; while melanoma originates in the skin, the specific material analyzed by MS was the cell lines. However, the candidate value ""skin"" specifically refers to the GTEx control group used for RNA-seq, which is an unrelated experimental context to the MS analysis.
COMPLETENESS CHECK: The full set is incorrect as it refers to the wrong experimental context.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: skin","skin"
"PXD015957","","strict","Biological","species","Homo sapiens","Homo sapiens","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""Homo sapiens"" is a scientific name for a species, which matches the field definition.
SOURCE CHECK: The paper describes HLA peptidomics on human melanoma cell lines (108T, 12T, A375) and mentions searching against the ""UniProt human database,"" confirming the MS samples are human.
TRUTH CHECK: The value is factually correct as the cell lines and patients described are human.
COMPLETENESS CHECK: The full set contains the only species involved in the MS experiment.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD015957","","strict","ExperimentalDesign","factor_value","cell line (108T, 12T, A375), condition (OE, EV, IFNγ, NT)","cell line (108T, 12T, A375), condition (OE, EV, IFNγ, NT) | melanoma","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value describes the experimental factors (cell lines and conditions) used in the study, which is the correct category for factor_value.
SOURCE CHECK: These values are explicitly stated in the ""Results"" and ""Methods"" sections as the biological materials (108T, 12T, A375) and the experimental conditions (OE for overexpression, EV for empty vector, IFNγ treatment, and NT for non-treated) used for the HLA peptidomics MS experiment.
TRUTH CHECK: The values are factually correct; the paper describes profiling HLA-I-bound antigens in these three cell lines under these specific conditions.
COMPLETENESS CHECK: The full set of extracted values (including ""melanoma"") covers the primary experimental variables (cell line, condition, and disease/tissue type) described in the proteomics part of the study.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD015957","","strict","ExperimentalDesign","factor_value","melanoma","cell line (108T, 12T, A375), condition (OE, EV, IFNγ, NT) | melanoma","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""melanoma"" is a disease state, which is a valid category for a factor_value.
SOURCE CHECK: The value is present in the text; the MS experiment (HLA peptidomics) was performed on melanoma cell lines (108T, 12T, A375).
TRUTH CHECK: The value is factually correct as the study focuses on melanoma.
COMPLETENESS CHECK: The full set of extracted values includes both the disease state (""melanoma"") and the specific experimental conditions/cell lines, which comprehensively covers the experimental design.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD015957","","strict","Technical","acquisition_method","data-dependent acquisition","data-dependent acquisition","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""data-dependent acquisition"" is a valid MS acquisition scheme.
SOURCE CHECK: The value is explicitly stated in the ""Identification of the eluted HLA peptides"" section (""Data was acquired using a data-dependent “top 10” method"").
TRUTH CHECK: The value is factually correct as described in the paper.
COMPLETENESS CHECK: The full set of extracted values is exhaustive for this field.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD015957","","strict","Technical","alkylation_reagent","iodoacetamide","iodoacetamide","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value is a chemical reagent used for alkylation, which matches the field definition.
SOURCE CHECK: The value is present in the ""Purification of membrane HLA molecules"" section, describing the lysis buffer used for the samples that underwent HLA peptidomics (MS analysis).
TRUTH CHECK: The text explicitly states that the lysis buffer contained ""0.2 mM iodoacetamide"".
COMPLETENESS CHECK: The full set contains the only alkylation reagent mentioned in the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD015957","","strict","Technical","fragmentation","beam-type collision-induced dissociation","","low","False","","False","True","False","False","","","wrong_value","TYPE CHECK: The candidate value describes a fragmentation method, which matches the field definition.
SOURCE CHECK: The paper explicitly states that peptides were fragmented by ""higher-energy collisional dissociation (HCD)"".
TRUTH CHECK: ""Beam-type collision-induced dissociation"" is a technical description of HCD, but the paper specifically uses the term ""higher-energy collisional dissociation (HCD)"". While technically related, the extraction should reflect the terminology used in the text.
COMPLETENESS CHECK: The full set contains only this value, but it is a synonym/description rather than the explicit term used in the paper.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: HCD","HCD"
