source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD002029-Sample-1	homo sapiens	colon mucosa	normal	2	not available	not available	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	preservation method (DF, RNAlater, iFFPE, sFFPE)	7 ppm	10 ppm	orbitrap	Colon_ParticipantA_DF_1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD002029-Sample-2	homo sapiens	colon mucosa	normal	2	not available	not available	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	preservation method (DF, RNAlater, iFFPE, sFFPE)	7 ppm	10 ppm	orbitrap	Colon_ParticipantA_DF_2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD002029-Sample-3	homo sapiens	colon mucosa	normal	2	not available	not available	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	preservation method (DF, RNAlater, iFFPE, sFFPE)	7 ppm	10 ppm	orbitrap	Colon_ParticipantA_DF_3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD002029-Sample-4	homo sapiens	colon mucosa	normal	2	not available	not available	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	preservation method (DF, RNAlater, iFFPE, sFFPE)	7 ppm	10 ppm	orbitrap	Colon_ParticipantA_RNAlater_1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD002029-Sample-5	homo sapiens	colon mucosa	normal	2	not available	not available	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	preservation method (DF, RNAlater, iFFPE, sFFPE)	7 ppm	10 ppm	orbitrap	Colon_ParticipantA_RNAlater_3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD002029-Sample-6	homo sapiens	colon mucosa	normal	2	not available	not available	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	preservation method (DF, RNAlater, iFFPE, sFFPE)	7 ppm	10 ppm	orbitrap	Colon_ParticipantA_iFFPE_1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD002029-Sample-7	homo sapiens	colon mucosa	normal	2	not available	not available	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	preservation method (DF, RNAlater, iFFPE, sFFPE)	7 ppm	10 ppm	orbitrap	Colon_ParticipantA_iFFPE_2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD002029-Sample-8	homo sapiens	colon mucosa	normal	2	not available	not available	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	preservation method (DF, RNAlater, iFFPE, sFFPE)	7 ppm	10 ppm	orbitrap	Colon_ParticipantA_iFFPE_3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD002029-Sample-9	homo sapiens	colon mucosa	normal	2	not available	not available	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	preservation method (DF, RNAlater, iFFPE, sFFPE)	7 ppm	10 ppm	orbitrap	Colon_ParticipantA_sFFPE_1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD002029-Sample-10	homo sapiens	colon mucosa	normal	2	not available	not available	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	preservation method (DF, RNAlater, iFFPE, sFFPE)	7 ppm	10 ppm	orbitrap	Colon_ParticipantA_sFFPE_2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
