"paper_id","source","mode","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","technical_origin","repository_origin","inference","error_category","issue_summary","corrected_value"
"PXD008108","","strict","Biological","age","E13.5","E13.5","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""E13.5"" is a valid representation of embryonic age.
SOURCE CHECK: The value is present in the text; the ""Derivation of mouse embryonic fibroblasts"" section states that embryos were dissected from pregnant females at E13.5 to generate the MEFs, which were the primary material used for the large-scale quantitative proteomic analysis.
TRUTH CHECK: The value is factually correct as the source of the MEFs used in the MS experiment.
COMPLETENESS CHECK: The full set contains the only age mentioned for the source material of the MS sample, making it complete.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD008108","","strict","Biological","cell_line","HEK293T","HEK293T","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value is a named immortalized cell line, which matches the field definition.
SOURCE CHECK: The value ""HEK293T"" appears in the text in two contexts: first, for virus production (transfection of packaging plasmids), and second, for an immunoprecipitation (IP) mass spectrometry experiment (""immunoprecipitation for Nudt21 followed by mass-spectrometry using HEK293T cells"").
TRUTH CHECK: The paper explicitly states that HEK293T cells were used for an IP-MS experiment to identify Nudt21 associated proteins.
COMPLETENESS CHECK: While the paper also performs a large-scale quantitative proteomics analysis on MEFs, the IP-MS experiment using HEK293T is a distinct proteomics experiment described in the study. Including HEK293T is correct.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD008108","","strict","Biological","cell_type","fibroblast","fibroblast","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""fibroblast"" is a correct category for the cell_type field.
SOURCE CHECK: The value comes from the MS experiment context; the paper describes a ""large-scale quantitative proteomic analysis of MEFs"" (mouse embryonic fibroblasts).
TRUTH CHECK: The value is factually correct as MEFs are fibroblasts.
COMPLETENESS CHECK: The full set contains only ""fibroblast"", which covers the primary cell type used for the main quantitative proteomics experiment described in the results and methods.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD008108","","strict","Biological","disease","normal","normal","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""normal"" is a valid category for the disease field.
SOURCE CHECK: The paper describes experiments on mouse embryonic fibroblasts (MEFs) and other cell lines without any mention of a disease state or pathology.
TRUTH CHECK: Since the study is not a disease study and uses standard cell lines/primary cells, ""normal"" is a correct safe default.
COMPLETENESS CHECK: The full set consists of this single value, which is sufficient for a non-disease study.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD008108","","strict","Biological","organ","kidney","","low","False","","False","False","True","False","","","hallucinated","TYPE CHECK: The candidate value ""kidney"" is a valid organ/tissue type.
SOURCE CHECK: The value ""kidney"" does not appear in the paper text, nor is it associated with any of the biological materials analyzed by mass spectrometry.
TRUTH CHECK: The MS experiments were performed on murine embryonic fibroblasts (MEFs) and HEK293T cells; neither of these is derived from the kidney.
COMPLETENESS CHECK: The full set contains only this incorrect value.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD008108","","strict","Biological","species","Mus musculus","Mus musculus","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value is a scientific name for a species, which matches the field definition.
SOURCE CHECK: The paper describes the use of ""murine embryonic fibroblasts (MEFs)"" and ""mouse proteome"" for the large-scale quantitative proteomic analysis.
TRUTH CHECK: The use of MEFs and the mouse proteome database confirms the species is Mus musculus.
COMPLETENESS CHECK: The full set contains the only species used for the primary proteomics experiment.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD008108","","strict","ExperimentalDesign","factor_value","siRNA treatment (Nudt21, control)","siRNA treatment (Nudt21, control) | normal","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value describes the experimental conditions (treatment groups) being compared, which is a correct category for factor_value.
SOURCE CHECK: The value is derived from the MS experiment context, where the paper states ""quantitative proteomic analysis of MEFs expressing OKSM for 3 days in the presence of either Nudt21 or control siRNAs.""
TRUTH CHECK: The value accurately reflects the two groups (Nudt21 siRNA and control siRNA) used in the quantitative proteomics experiment.
COMPLETENESS CHECK: The full set of extracted values includes the treatment contrast and a ""normal"" (safe default) value, which together cover the experimental design described.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD008108","","strict","ExperimentalDesign","factor_value","normal","siRNA treatment (Nudt21, control) | normal","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""normal"" is a valid category for a factor_value, as it mirrors a characteristic (e.g., disease state or control condition).
SOURCE CHECK: The value ""normal"" is not explicitly mentioned in the text, but the study uses ""control siRNAs"" as the baseline for comparison against ""Nudt21 siRNAs"" in the proteomics experiment.
TRUTH CHECK: According to the ""safe defaults"" rule, ""normal"", ""healthy"", and ""disease free"" are equivalent and correct when subjects are not part of a disease study or serve as the control group.
COMPLETENESS CHECK: The full set of extracted values includes both the specific treatment (siRNA) and the control state (""normal""), which covers the experimental design of the proteomics analysis.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD008108","","strict","Technical","acquisition_method","data-dependent acquisition","data-dependent acquisition","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""data-dependent acquisition"" is a valid acquisition scheme name.
SOURCE CHECK: The paper describes a ""multinotch MS3-based TMT method"" where the ""10 most abundant MS1 ions... were selected for MS2/MS3 analysis,"" which is the definition of a data-dependent acquisition (DDA) scheme.
TRUTH CHECK: The described workflow (selecting the most abundant precursors for fragmentation) is factually a data-dependent acquisition.
COMPLETENESS CHECK: The full set contains this single value, which accurately describes the acquisition scheme used for the proteomics experiments.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD008108","","strict","Technical","alkylation_reagent","iodoacetamide","iodoacetamide","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""iodoacetamide"" is a chemical used for cysteine alkylation, which matches the field definition.
SOURCE CHECK: The value is explicitly mentioned in the ""Cell lysis and protein digestion"" section of the methods, describing the sample preparation for the mass spectrometry experiment.
TRUTH CHECK: The paper states that proteins were subjected to ""alkylation with 10 mM iodoacetamide"".
COMPLETENESS CHECK: The full set of extracted values contains only this one reagent, which is the only alkylation reagent mentioned in the text.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
