"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD051954","","strict","Biological","cell_line","cell_line","HEK293T, NCI-H520, NCI-H1975, PANC-1, HCC827, A549, NCI-H2009, BxPC-3, MIA PaCa-2, AsPC-1, NCI-H358, NCI-H23, Capan-1","True"
"PXD051954","","strict","Biological","cell_type","cell_type","epithelial cell","True"
"PXD051954","","strict","Biological","disease","disease","pancreatic adenocarcinoma","True"
"PXD051954","","strict","Biological","organ","organ","kidney","True"
"PXD051954","","strict","Biological","species","species","Homo sapiens, Mus musculus","True"
"PXD051954","","strict","ExperimentalDesign","factor_value","factor_value","bait protein (Flag-vector, Flag-NDRG3) | pancreatic adenocarcinoma","True"
"PXD051954","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD051954","","strict","ExperimentalDesign","replicates","replicates","2","True"
"PXD051954","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD051954","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD051954","","strict","Technical","cleavage_agent","cleavage_agent","Lys-C","True"
"PXD051954","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","1.0 Da","True"
"PXD051954","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD051954","","strict","Technical","instrument","instrument","Orbitrap Exploris 240","True"
"PXD051954","","strict","Technical","label","label","label free","True"
"PXD051954","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD051954","","strict","Technical","modification","modification","Carbamidomethyl (C) | Oxidation (M) | Acetyl (K) | Lysine oxidation to aminoadipic semialdehyde (K) | not applicable","True"
"PXD051954","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","10 ppm","True"
