source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD007555-Sample-1	Homo sapiens	cerebrospinal fluid	normal	12	female	65	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	not available	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	time points (T0, T24, T48)	not available	6 ppm	9 ppm	orbitrap	K1.1QEXI16153.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD007555-Sample-2	Homo sapiens	cerebrospinal fluid	normal	12	female	65	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	not available	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	time points (T0, T24, T48)	not available	6 ppm	9 ppm	orbitrap	K1.2QEXI16195.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD007555-Sample-3	Homo sapiens	cerebrospinal fluid	normal	12	female	65	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	not available	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	time points (T0, T24, T48)	not available	6 ppm	9 ppm	orbitrap	K1.3QEXI16203.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD007555-Sample-4	Homo sapiens	cerebrospinal fluid	normal	12	female	65	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	not available	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	time points (T0, T24, T48)	not available	6 ppm	9 ppm	orbitrap	K13.2QEXI16201.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD007555-Sample-5	Homo sapiens	cerebrospinal fluid	normal	12	female	65	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	not available	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	time points (T0, T24, T48)	not available	6 ppm	9 ppm	orbitrap	K13.3QEXI16225.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD007555-Sample-6	Homo sapiens	cerebrospinal fluid	normal	12	female	65	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	not available	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	time points (T0, T24, T48)	not available	6 ppm	9 ppm	orbitrap	K14.1QEXI16209.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD007555-Sample-7	Homo sapiens	cerebrospinal fluid	normal	12	female	65	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	not available	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	time points (T0, T24, T48)	not available	6 ppm	9 ppm	orbitrap	K14.2QEXI16161.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD007555-Sample-8	Homo sapiens	cerebrospinal fluid	normal	12	female	65	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	not available	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	time points (T0, T24, T48)	not available	6 ppm	9 ppm	orbitrap	K2.2QEXI16173.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD007555-Sample-9	Homo sapiens	cerebrospinal fluid	normal	12	female	65	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	not available	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	time points (T0, T24, T48)	not available	6 ppm	9 ppm	orbitrap	K2.3QEXI16191.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD007555-Sample-10	Homo sapiens	cerebrospinal fluid	normal	12	female	65	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	not available	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	time points (T0, T24, T48)	not available	6 ppm	9 ppm	orbitrap	K26.2QEXI16223.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD007555-Sample-11	Homo sapiens	cerebrospinal fluid	normal	12	female	65	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	not available	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	time points (T0, T24, T48)	not available	6 ppm	9 ppm	orbitrap	K26.3QEXI16197.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD007555-Sample-12	Homo sapiens	cerebrospinal fluid	normal	12	female	65	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	not available	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	time points (T0, T24, T48)	not available	6 ppm	9 ppm	orbitrap	K33.1QEXI16215.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
