sdrf row	source name	logical field	sdrf header	selected value	selected source	evidence	agent status	agent confidence	judge verdict	judge hallucination	judge type mismatch	judge corrected value	resolution rule	assessment state
1	PXD025757-Sample-1	source_name	source name	PXD025757-Sample-1	derived								legacy_derivation	derived
1	PXD025757-Sample-1	organism	characteristics[organism]	Homo sapiens	biological_agent	A human fasta file (ipi.HUMAN.v.3.68.fasta) was employed as the database for protein identification with the use of default parameters.	AGREE	1.0	high	False	False		source_precedence:biological_agent	derived
1	PXD025757-Sample-1	organism_part	characteristics[organism part]	kidney	biological_agent	it is worth noting that our proteomic data did not lead to the identification of FABP1 as a PFOPA-binding protein, which is very likely attributed to the low level of expression of this protein in HEK293T cells.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
1	PXD025757-Sample-1	cell_type	characteristics[cell type]	epithelial cell	biological_agent	it is worth noting that our proteomic data did not lead to the identification of FABP1 as a PFOPA-binding protein, which is very likely attributed to the low level of expression of this protein in HEK293T cells.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
1	PXD025757-Sample-1	cell_line	characteristics[cell line]	HEK293T	biological_agent	it is worth noting that our proteomic data did not lead to the identification of FABP1 as a PFOPA-binding protein, which is very likely attributed to the low level of expression of this protein in HEK293T cells.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
1	PXD025757-Sample-1	biological_replicate	characteristics[biological replicate]	1	experimental_design_agent	unknown	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
1	PXD025757-Sample-1	assay_name	assay name	run 1	derived								legacy_derivation	derived
1	PXD025757-Sample-1	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
1	PXD025757-Sample-1	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	runassessor								source_precedence:runassessor	derived
1	PXD025757-Sample-1	instrument	comment[instrument]	NT=Q Exactive Plus;AC=MS:1002634	runassessor				high	False	False		source_precedence:runassessor	derived
1	PXD025757-Sample-1	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
1	PXD025757-Sample-1	fraction_identifier	comment[fraction identifier]	1	experimental_design_agent	unknown	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
1	PXD025757-Sample-1	technical_replicate	comment[technical replicate]	2	experimental_design_agent	The proteins quantified were supported by at least two quantification replicates.	LLM_ONLY	0.5					source_precedence:experimental_design_agent	derived
1	PXD025757-Sample-1	dissociation	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422	runassessor								source_precedence:runassessor	derived
1	PXD025757-Sample-1	factor_value	factor value[experimental design]	probe concentration (10 μM, 100 μM)	experimental_design_agent	competitive binding experiments using low (10 μM) and high (100 μM) concentrations of stable isotope-labeled PFOPA probes	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
1	PXD025757-Sample-1	modification	comment[modification parameters]	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	derived								legacy_derivation	derived
1	PXD025757-Sample-1	modification	comment[modification parameters]	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	derived								legacy_derivation	derived
1	PXD025757-Sample-1	modification	comment[modification parameters]	NT=2-amino-3-oxo-butanoic_acid;AC=UNIMOD:401;MT=Variable;TA=S	derived								legacy_derivation	derived
1	PXD025757-Sample-1	precursor_tolerance	comment[precursor mass tolerance]	6 ppm	derived								legacy_derivation	derived
