sdrf row	source name	logical field	sdrf header	selected value	selected source	evidence	agent status	agent confidence	judge verdict	judge hallucination	judge type mismatch	judge corrected value	resolution rule	assessment state
1	PXD003209-Sample-1	source_name	source name	PXD003209-Sample-1	derived								legacy_derivation	derived
1	PXD003209-Sample-1	organism	characteristics[organism]	Homo sapiens, Mus musculus	biological_agent	database searches were conducted for each technical replicate with Sequest HT and Mascot (version 2.4.0) using the UniProt Knowledge Base Swiss-Prot Homo Sapiens database.	AGREE	1.0	medium	False	False	Homo sapiens, Mus musculus	source_precedence:biological_agent	derived
1	PXD003209-Sample-1	organism_part	characteristics[organism part]	cervix	biological_agent	For this proteomics experiment, HeLa cells were cultured in serum-free media to minimize identification of non-vesicle protein, like bovine serum albumin, by mass spectrometry.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
1	PXD003209-Sample-1	disease	characteristics[disease]	cervical adenocarcinoma	biological_agent	For this proteomics experiment, HeLa cells were cultured in serum-free media to minimize identification of non-vesicle protein, like bovine serum albumin, by mass spectrometry.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
1	PXD003209-Sample-1	cell_type	characteristics[cell type]	epithelial cell	biological_agent	For this proteomics experiment, HeLa cells were cultured in serum-free media to minimize identification of non-vesicle protein, like bovine serum albumin, by mass spectrometry.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
1	PXD003209-Sample-1	cell_line	characteristics[cell line]	HeLa, HEK293T	biological_agent	For this proteomics experiment, HeLa cells were cultured in serum-free media to minimize identification of non-vesicle protein, like bovine serum albumin, by mass spectrometry.	LLM_ONLY	0.5	medium	False	False	HeLa, HEK293T	source_precedence:biological_agent	derived
1	PXD003209-Sample-1	enrichment	characteristics[enrichment process]	HeLa cell vesicles were harvested using the ExtraPEG method (8% PEG + wash), and lysed.	derived								legacy_derivation	derived
1	PXD003209-Sample-1	assay_name	assay name	run 1	derived								legacy_derivation	derived
1	PXD003209-Sample-1	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
1	PXD003209-Sample-1	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	runassessor								source_precedence:runassessor	derived
1	PXD003209-Sample-1	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
