"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD006675","","strict","Biological","age","age","21–47 years","True"
"PXD006675","","strict","Biological","cell_type","cell_type","cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts","True"
"PXD006675","","strict","Biological","disease","disease","normal, atrial fibrillation","True"
"PXD006675","","strict","Biological","organ","organ","heart","True"
"PXD006675","","strict","Biological","sex","sex","male","True"
"PXD006675","","strict","Biological","species","species","Homo sapiens","True"
"PXD006675","","strict","ExperimentalDesign","factor_value","factor_value","anatomical region (16 regions), cell type (CF, EC, SMC, AF), and disease state (healthy, AFib) | normal, atrial fibrillation","True"
"PXD006675","","strict","ExperimentalDesign","fractions","fractions","8","True"
"PXD006675","","strict","ExperimentalDesign","replicates","replicates","3","True"
"PXD006675","","strict","ExperimentalDesign","technical_replicates","technical_replicates","3","True"
"PXD006675","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD006675","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","20 ppm","True"
"PXD006675","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD006675","","strict","Technical","instrument","instrument","Q Exactive HF","True"
"PXD006675","","strict","Technical","label","label","label free","True"
"PXD006675","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD006675","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","4.5 ppm","True"
