sdrf row	source name	logical field	sdrf header	selected value	selected source	evidence	agent status	agent confidence	judge verdict	judge hallucination	judge type mismatch	judge corrected value	resolution rule	assessment state
1	PXD014472-Sample-1	source_name	source name	PXD014472-Sample-1	derived								legacy_derivation	derived
1	PXD014472-Sample-1	organism	characteristics[organism]	Drosophila melanogaster	biological_agent	expressed under the Drosophila melanogaster ubiquitin promoter (pUBI)	AGREE	1.0	high	False	False		source_precedence:biological_agent	derived
1	PXD014472-Sample-1	organism_part	characteristics[organism part]	ovaries	biological_agent	Ovaries from ∼100 control flies (w1118 strain; 3–5 d old) were dissected in ice-cold PBS, lysed in 400 µL of RIPA buffer (supplemented with complete protease inhibitors [Roche]), and homogenized using a motorized pestle.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
1	PXD014472-Sample-1	disease	characteristics[disease]	normal	biological_agent	Ovaries from ∼100 control flies (w1118 strain; 3–5 d old) were dissected in ice-cold PBS, lysed in 400 µL of RIPA buffer (supplemented with complete protease inhibitors [Roche]), and homogenized using a motorized pestle.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
1	PXD014472-Sample-1	age	characteristics[age]	3–5 d old	biological_agent	Ovaries from ∼100 control flies (w1118 strain; 3–5 d old) were dissected in ice-cold PBS, lysed in 400 µL of RIPA buffer (supplemented with complete protease inhibitors [Roche]), and homogenized using a motorized pestle.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
1	PXD014472-Sample-1	assay_name	assay name	run 1	derived								legacy_derivation	derived
1	PXD014472-Sample-1	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
1	PXD014472-Sample-1	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	runassessor								source_precedence:runassessor	derived
1	PXD014472-Sample-1	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
1	PXD014472-Sample-1	instrument	comment[instrument]	NT=Q Exactive;AC=MS:1001911	runassessor				high	False	False		source_precedence:runassessor	derived
1	PXD014472-Sample-1	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
1	PXD014472-Sample-1	dissociation	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422	runassessor								source_precedence:runassessor	derived
1	PXD014472-Sample-1	factor_value	factor value[experimental design]	genotype (w1118 control), genotype (CG13741mut), genotype (nxf3mut)	experimental_design_agent	Ovaries from ∼100 control flies (w1118 strain; 3–5 d old) were dissected	LLM_ONLY	0.5	medium	False	False	genotype (w1118 control), genotype (CG13741mut), genotype (nxf3mut)	source_precedence:experimental_design_agent	derived
1	PXD014472-Sample-1	modification	comment[modification parameters]	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	derived								legacy_derivation	derived
1	PXD014472-Sample-1	modification	comment[modification parameters]	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	derived								legacy_derivation	derived
1	PXD014472-Sample-1	modification	comment[modification parameters]	NT=2-amino-3-oxo-butanoic_acid;AC=UNIMOD:401;MT=Variable;TA=S	derived								legacy_derivation	derived
1	PXD014472-Sample-1	precursor_tolerance	comment[precursor mass tolerance]	20 ppm	derived								legacy_derivation	derived
1	PXD014472-Sample-1	fragment_tolerance	comment[fragment mass tolerance]	0.02 Da	derived								legacy_derivation	derived
1	PXD014472-Sample-1	reduction_reagent	comment[reduction reagent]	dithiothreitol	derived								legacy_derivation	derived
1	PXD014472-Sample-1	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
1	PXD014472-Sample-1	data_file	comment[data file]	QE_PR1123_10032019_EMK_NXF3_IP.raw	derived								legacy_derivation	derived
1	PXD014472-Sample-1	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
1	PXD014472-Sample-1	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v2.1.0	derived								legacy_derivation	derived
1	PXD014472-Sample-1	factor_disease	factor value[disease]	normal	derived								legacy_derivation	derived
