source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD002086-Sample-1	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (normal, tumor), tumor location (colon, rectal)	7 ppm	-0.330414 ppm	orbitrap	TCGA-AA-A02R-01A-23_W_VU_20121104_A0218_5H_R_FR07.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002086-Sample-2	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (normal, tumor), tumor location (colon, rectal)	7 ppm	-0.330414 ppm	orbitrap	TCGA-AA-A02Y-01A-31_W_VU_20120910_A0218_3C_R_FR07.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002086-Sample-3	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (normal, tumor), tumor location (colon, rectal)	7 ppm	-0.330414 ppm	orbitrap	TCGA-AA-A02Y-01A-31_W_VU_20120910_A0218_3C_R_FR09.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002086-Sample-4	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (normal, tumor), tumor location (colon, rectal)	7 ppm	-0.330414 ppm	orbitrap	TCGA-AA-A02Y-01A-31_W_VU_20120910_A0218_3C_R_FR14.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002086-Sample-5	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (normal, tumor), tumor location (colon, rectal)	7 ppm	-0.330414 ppm	orbitrap	TCGA-AA-A03F-01A-41_W_VU_20120923_A0218_3I_R_FR03.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002086-Sample-6	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (normal, tumor), tumor location (colon, rectal)	7 ppm	-0.330414 ppm	orbitrap	TCGA-AA-A03F-01A-41_W_VU_20120923_A0218_3I_R_FR04.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002086-Sample-7	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (normal, tumor), tumor location (colon, rectal)	7 ppm	-0.330414 ppm	orbitrap	TCGA-AA-A03F-01A-41_W_VU_20120923_A0218_3I_R_FR05.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002086-Sample-8	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (normal, tumor), tumor location (colon, rectal)	7 ppm	-0.330414 ppm	orbitrap	TCGA-AA-A03F-01A-41_W_VU_20120923_A0218_3I_R_FR11.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002086-Sample-9	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (normal, tumor), tumor location (colon, rectal)	7 ppm	-0.330414 ppm	orbitrap	TCGA-AA-A03J-01A-23_W_VU_20120810_A0218_1J_R_FR11.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002086-Sample-10	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (normal, tumor), tumor location (colon, rectal)	7 ppm	-0.330414 ppm	orbitrap	TCGA-AA-A03J-01A-23_W_VU_20120810_A0218_1J_R_FR12.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
