"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD040176","","strict","Biological","cell_line","cell_line","mS49, mS63, mL46, mL76, mtPrA, wild-type","True"
"PXD040176","","strict","Biological","organ","organ","mitochondria","True"
"PXD040176","","strict","Biological","species","species","Diplonema papillatum","True"
"PXD040176","","strict","ExperimentalDesign","factor_value","factor_value","bait protein (mS49, mS63, mL46, mL76, wild-type, mtPrA), purification method (IP, AP)","True"
"PXD040176","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD040176","","strict","ExperimentalDesign","replicates","replicates","35","True"
"PXD040176","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD040176","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD040176","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD040176","","strict","Technical","instrument","instrument","Orbitrap Fusion","True"
"PXD040176","","strict","Technical","label","label","label free","True"
"PXD040176","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD040176","","strict","Technical","modification","modification","Carbamidomethyl (C) | Oxidation (M) | Phospho (STY)","True"
"PXD040176","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","6 ppm","True"
