"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD020187","Biological","age","age","38–40 weeks","True"
"PXD020187","Biological","disease","disease","normal","True"
"PXD020187","Biological","organ","organ","umbilical arteries","True"
"PXD020187","Biological","species","species","homo sapiens","True"
"PXD020187","ExperimentalDesign","factor_value","factor_value","condition (native, decellularized) | normal","True"
"PXD020187","ExperimentalDesign","fractions","fractions","1","True"
"PXD020187","ExperimentalDesign","replicates","replicates","10","True"
"PXD020187","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD020187","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD020187","Technical","fragment_mass_tolerance","fragment_mass_tolerance","11 ppm","True"
"PXD020187","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD020187","Technical","instrument","instrument","Orbitrap Elite","True"
"PXD020187","Technical","label","label","label free","True"
"PXD020187","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD020187","Technical","precursor_mass_tolerance","precursor_mass_tolerance","7 ppm","True"
