pxd	data_file	category	field	assessed_value	gold_value	normalized_assessed_value	normalized_gold_value	status	match_method	similarity
PXD008012	20131217_OR8_RP_HP_C1.raw	Biological	characteristics[age]		50Y		50y	gold_only	unmatched	0.000000
PXD008012	20131217_OR8_RP_HP_C1.raw	Biological	characteristics[cell line]	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415		mda-mb-231 mda-mb-157 hs578t mda-mb-468 hcc1937 hcc1143 hcc38 bt549 bt483 mda-mb-415		assessed_only	unmatched	0.000000
PXD008012	20131217_OR8_RP_HP_C1.raw	Biological	characteristics[cell line]		HCC38		hcc38	gold_only	unmatched	0.000000
PXD008012	20131217_OR8_RP_HP_C1.raw	Biological	characteristics[cell type]	epithelial cell	Epithelial	epithelial cell	epithelial	matched	fuzzy	0.800000
PXD008012	20131217_OR8_RP_HP_C1.raw	Biological	characteristics[disease]	triple-negative breast cancer	Triple-negative breast cancer	triple-negative breast cancer	triple-negative breast cancer	matched	exact_normalized	1.000000
PXD008012	20131217_OR8_RP_HP_C1.raw	Biological	characteristics[organism part]	breast	breast	breast	breast	matched	exact_normalized	1.000000
PXD008012	20131217_OR8_RP_HP_C1.raw	Biological	characteristics[organism]	Homo sapiens	Homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD008012	20131217_OR8_RP_HP_C1.raw	Biological	characteristics[sex]		female		female	gold_only	unmatched	0.000000
PXD008012	20131217_OR8_RP_HP_C1.raw	Technical	comment[cleavage agent details]	NT=Lys-C;AC=MS:1001309	NT=Lys-C;AC=MS:1001309	cv:ms:1001309	cv:ms:1001309	matched	cv_accession	1.000000
PXD008012	20131217_OR8_RP_HP_C1.raw	Technical	comment[cleavage agent details]		NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)		cv:ms:1001251	gold_only	unmatched	0.000000
