sdrf row	source name	logical field	sdrf header	selected value	selected source	evidence	agent status	agent confidence	judge verdict	judge hallucination	judge type mismatch	judge corrected value	resolution rule	assessment state
1	PXD021039-Sample-1	source_name	source name	PXD021039-Sample-1	derived								legacy_derivation	derived
1	PXD021039-Sample-1	organism	characteristics[organism]	Homo sapiens	biological_agent	The MS/MS signals were then processed against the Uniprot human protein database (155,558 sequences as of October 15, 2016) using the Mascot algorithm	AGREE	0.9999984502792358	high	False	False		source_precedence:biological_agent	derived
1	PXD021039-Sample-1	organism_part	characteristics[organism part]	kidney	biological_agent	We performed FLAG tag–based immunoprecipitation of lysates of HEK293T cells transfected with plasmids expressing either N- or C-terminally FLAG-tagged M protein (M-NF or M-CF, respectively) and identified host proteins that interacted with the M proteins by using mass spectrometry (MS)	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
1	PXD021039-Sample-1	cell_type	characteristics[cell type]	epithelial cell	biological_agent	We performed FLAG tag–based immunoprecipitation of lysates of HEK293T cells transfected with plasmids expressing either N- or C-terminally FLAG-tagged M protein (M-NF or M-CF, respectively) and identified host proteins that interacted with the M proteins by using mass spectrometry (MS)	LLM_ONLY	0.5					source_precedence:biological_agent	derived
1	PXD021039-Sample-1	cell_line	characteristics[cell line]	HEK293T, Vero	biological_agent	We performed FLAG tag–based immunoprecipitation of lysates of HEK293T cells transfected with plasmids expressing either N- or C-terminally FLAG-tagged M protein (M-NF or M-CF, respectively) and identified host proteins that interacted with the M proteins by using mass spectrometry (MS)	LLM_ONLY	0.5	medium	False	False	HEK293T, Vero	source_precedence:biological_agent	derived
1	PXD021039-Sample-1	biological_replicate	characteristics[biological replicate]	1	derived								fallback	not_assessed
1	PXD021039-Sample-1	assay_name	assay name	run 1	derived								legacy_derivation	derived
1	PXD021039-Sample-1	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
1	PXD021039-Sample-1	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	runassessor								source_precedence:runassessor	derived
1	PXD021039-Sample-1	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
1	PXD021039-Sample-1	instrument	comment[instrument]	NT=Q Exactive;AC=MS:1001911	runassessor				high	False	False		source_precedence:runassessor	derived
1	PXD021039-Sample-1	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
