"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD023959","BiologicalAgent","species","species","Homo sapiens","True"
"PXD023959","BiologicalAgent","tissue","organ","kidney","True"
"PXD023959","BiologicalAgent","cell_type","cell_type","","False"
"PXD023959","BiologicalAgent","disease_state","disease","","False"
"PXD023959","BiologicalAgent","sample_source","material_type","293T UBE3C knockout cells","True"
"PXD023959","BiologicalAgent","age","age","","False"
"PXD023959","BiologicalAgent","anatomic_site_tumor","anatomic_site_tumor","","False"
"PXD023959","BiologicalAgent","BMI","BMI","","False"
"PXD023959","BiologicalAgent","cell_line","cell_line","293T","True"
"PXD023959","BiologicalAgent","sex","sex","","False"
"PXD023959","BiologicalAgent","strain","strain","","False"
"PXD023959","BiologicalAgent","material_type","material_type","293T UBE3C knockout cells","True"
"PXD023959","BiologicalAgent","developmental_stage","developmental_stage","","False"
"PXD023959","TechnicalAgent","acquisition_method","acquisition_method","","False"
"PXD023959","TechnicalAgent","alkylation_reagent","alkylation_reagent","","False"
"PXD023959","TechnicalAgent","alkylation_concentration","alkylation_concentration","","False"
"PXD023959","TechnicalAgent","cleavage_agent","cleavage_agent","","False"
"PXD023959","TechnicalAgent","collision_energy","collision_energy","","False"
"PXD023959","TechnicalAgent","enrichment_method","enrichment_method","","False"
"PXD023959","TechnicalAgent","fractionation_method","fractionation","","False"
"PXD023959","TechnicalAgent","fragmentation_method","fragmentation","","False"
"PXD023959","TechnicalAgent","instrument","instrument","Orbitrap Fusion Lumos","True"
"PXD023959","TechnicalAgent","ionization_type","ionization_type","","False"
"PXD023959","TechnicalAgent","labeling","label","label-free","True"
"PXD023959","TechnicalAgent","reduction_reagent","reduction_reagent","","False"
"PXD023959","TechnicalAgent","reduction_concentration","reduction_concentration","","False"
"PXD023959","ExperimentalDesignAgent","biological_replicate","replicates","293T UBE3C knockout cells | 2","True"
"PXD023959","ExperimentalDesignAgent","technical_replicate","technical_replicates","","False"
"PXD023959","ExperimentalDesignAgent","experimental_design","experimental_design","comparison of VPS34 ubiquitination sites with or without V5-UBE3C","True"
"PXD023959","ExperimentalDesignAgent","factor_value","factor_value","UBE3C expression (with V5-UBE3C, without V5-UBE3C)","True"
"PXD023959","ExperimentalDesignAgent","number_of_fractions","fractions","1","True"
"PXD023959","ExperimentalDesignAgent","number_of_technical_replicates","technical_replicates","","False"
"PXD023959","ExperimentalDesignAgent","number_of_biological_replicates","replicates","293T UBE3C knockout cells | 2","True"
"PXD023959","ExperimentalDesignAgent","number_of_samples","number_of_samples","2","True"
