"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD001819","BiologicalAgent","species","species","Saccharomyces cerevisiae","True"
"PXD001819","BiologicalAgent","tissue","organ","","False"
"PXD001819","BiologicalAgent","cell_type","cell_type","yeast cell","True"
"PXD001819","BiologicalAgent","disease_state","disease","","False"
"PXD001819","BiologicalAgent","sample_source","material_type","yeast lysate","True"
"PXD001819","BiologicalAgent","age","age","","False"
"PXD001819","BiologicalAgent","anatomic_site_tumor","anatomic_site_tumor","","False"
"PXD001819","BiologicalAgent","BMI","BMI","","False"
"PXD001819","BiologicalAgent","cell_line","cell_line","","False"
"PXD001819","BiologicalAgent","sex","sex","","False"
"PXD001819","BiologicalAgent","strain","strain","","False"
"PXD001819","BiologicalAgent","material_type","material_type","yeast lysate","True"
"PXD001819","BiologicalAgent","developmental_stage","developmental_stage","","False"
"PXD001819","TechnicalAgent","acquisition_method","acquisition_method","","False"
"PXD001819","TechnicalAgent","alkylation_reagent","alkylation_reagent","","False"
"PXD001819","TechnicalAgent","alkylation_concentration","alkylation_concentration","","False"
"PXD001819","TechnicalAgent","cleavage_agent","cleavage_agent","","False"
"PXD001819","TechnicalAgent","collision_energy","collision_energy","","False"
"PXD001819","TechnicalAgent","enrichment_method","enrichment_method","","False"
"PXD001819","TechnicalAgent","fractionation_method","fractionation","","False"
"PXD001819","TechnicalAgent","fragmentation_method","fragmentation","","False"
"PXD001819","TechnicalAgent","instrument","instrument","LTQ Orbitrap Velos","True"
"PXD001819","TechnicalAgent","ionization_type","ionization_type","","False"
"PXD001819","TechnicalAgent","labeling","label","label-free","True"
"PXD001819","TechnicalAgent","reduction_reagent","reduction_reagent","","False"
"PXD001819","TechnicalAgent","reduction_concentration","reduction_concentration","","False"
"PXD001819","ExperimentalDesignAgent","biological_replicate","replicates","yeast cell lysate samples spiked with different amounts of UPS1 | 9","True"
"PXD001819","ExperimentalDesignAgent","technical_replicate","technical_replicates","triplicate | 3","True"
"PXD001819","ExperimentalDesignAgent","experimental_design","experimental_design","spiked proteomic standard dataset with 9 different spike levels of UPS1 mixture","True"
"PXD001819","ExperimentalDesignAgent","factor_value","factor_value","UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)","True"
"PXD001819","ExperimentalDesignAgent","number_of_fractions","fractions","1","True"
"PXD001819","ExperimentalDesignAgent","number_of_technical_replicates","technical_replicates","triplicate | 3","True"
"PXD001819","ExperimentalDesignAgent","number_of_biological_replicates","replicates","yeast cell lysate samples spiked with different amounts of UPS1 | 9","True"
"PXD001819","ExperimentalDesignAgent","number_of_samples","number_of_samples","27","True"
