source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD013737-Sample-1	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_05.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-2	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_07.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-3	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_09.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-4	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_11.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-5	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_12.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-6	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_14.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-7	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_28.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-8	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_29.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-9	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_30.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-10	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_33.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-11	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_36.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-12	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_37.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-13	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 13	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_41.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-14	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 14	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_50.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
