"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD002087","BiologicalAgent","species","species","Homo sapiens","True"
"PXD002087","BiologicalAgent","tissue","organ","colon","True"
"PXD002087","BiologicalAgent","cell_type","cell_type","","False"
"PXD002087","BiologicalAgent","disease_state","disease","cancer","True"
"PXD002087","BiologicalAgent","sample_source","material_type","","False"
"PXD002087","BiologicalAgent","age","age","","False"
"PXD002087","BiologicalAgent","anatomic_site_tumor","anatomic_site_tumor","colon","True"
"PXD002087","BiologicalAgent","BMI","BMI","","False"
"PXD002087","BiologicalAgent","cell_line","cell_line","","False"
"PXD002087","BiologicalAgent","sex","sex","","False"
"PXD002087","BiologicalAgent","strain","strain","","False"
"PXD002087","BiologicalAgent","material_type","material_type","","False"
"PXD002087","BiologicalAgent","developmental_stage","developmental_stage","","False"
"PXD002087","TechnicalAgent","acquisition_method","acquisition_method","","False"
"PXD002087","TechnicalAgent","alkylation_reagent","alkylation_reagent","","False"
"PXD002087","TechnicalAgent","alkylation_concentration","alkylation_concentration","","False"
"PXD002087","TechnicalAgent","cleavage_agent","cleavage_agent","","False"
"PXD002087","TechnicalAgent","collision_energy","collision_energy","","False"
"PXD002087","TechnicalAgent","enrichment_method","enrichment_method","","False"
"PXD002087","TechnicalAgent","fractionation_method","fractionation","","False"
"PXD002087","TechnicalAgent","fragmentation_method","fragmentation","","False"
"PXD002087","TechnicalAgent","instrument","instrument","LTQ Orbitrap Velos","True"
"PXD002087","TechnicalAgent","ionization_type","ionization_type","","False"
"PXD002087","TechnicalAgent","labeling","label","label-free","True"
"PXD002087","TechnicalAgent","reduction_reagent","reduction_reagent","","False"
"PXD002087","TechnicalAgent","reduction_concentration","reduction_concentration","","False"
"PXD002087","ExperimentalDesignAgent","biological_replicate","replicates","colon and rectal tumors, normal colon biopsies","True"
"PXD002087","ExperimentalDesignAgent","technical_replicate","technical_replicates","1","True"
"PXD002087","ExperimentalDesignAgent","experimental_design","experimental_design","proteogenomic characterization of colon and rectal tumors","True"
"PXD002087","ExperimentalDesignAgent","factor_value","factor_value","tissue type (colon, rectal), condition (tumor, normal)","True"
"PXD002087","ExperimentalDesignAgent","number_of_fractions","fractions","15","True"
"PXD002087","ExperimentalDesignAgent","number_of_technical_replicates","technical_replicates","1","True"
"PXD002087","ExperimentalDesignAgent","number_of_biological_replicates","replicates","colon and rectal tumors, normal colon biopsies","True"
"PXD002087","ExperimentalDesignAgent","number_of_samples","number_of_samples","","False"
