"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD021970","","strict","Biological","age","age","4 to 6 weeks-old","True"
"PXD021970","","strict","Biological","cell_type","cell_type","ookinetes","True"
"PXD021970","","strict","Biological","organ","organ","bile","True"
"PXD021970","","strict","Biological","sex","sex","female","True"
"PXD021970","","strict","Biological","species","species","Mus musculus, Plasmodium falciparum, Plasmodium gallinaceum, Plasmodium berghei, Gallus gallus, Anopheles stephensi","True"
"PXD021970","","strict","ExperimentalDesign","factor_value","factor_value","species/genotype (P. gallinaceum, P. falciparum, Pb-PfCHT1(r), PbCHT1 (WT), PbΔCHT1)","True"
"PXD021970","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD021970","","strict","ExperimentalDesign","replicates","replicates","5","True"
"PXD021970","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD021970","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD021970","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD021970","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","9 ppm","True"
"PXD021970","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD021970","","strict","Technical","instrument","instrument","Orbitrap Fusion","True"
"PXD021970","","strict","Technical","label","label","label free","True"
"PXD021970","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD021970","","strict","Technical","modification","modification","Oxidation (M) | Deamidation (NQ) | Carbamidomethyl (C)","True"
"PXD021970","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","6 ppm","True"
