"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD039053","","strict","Biological","cell_line","cell_line","SW480","True"
"PXD039053","","strict","Biological","cell_type","cell_type","epithelial cell","True"
"PXD039053","","strict","Biological","disease","disease","cervical carcinoma, hepatocellular carcinoma, colorectal carcinoma, bladder carcinoma, breast carcinoma","True"
"PXD039053","","strict","Biological","organ","organ","colon","True"
"PXD039053","","strict","Biological","species","species","Homo sapiens, Escherichia coli, Saccharomyces cerevisiae","True"
"PXD039053","","strict","ExperimentalDesign","factor_value","factor_value","cell line (SW480) | cervical carcinoma, hepatocellular carcinoma, colorectal carcinoma, bladder carcinoma, breast carcinoma","True"
"PXD039053","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD039053","","strict","Technical","alkylation_reagent","alkylation_reagent","chloroacetamide","True"
"PXD039053","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD039053","","strict","Technical","instrument","instrument","Q Exactive","True"
"PXD039053","","strict","Technical","label","label","label free","True"
"PXD039053","","strict","Technical","mass_analyzer","mass_analyzer","Orbitrap","True"
"PXD039053","","strict","Technical","modification","modification","monohydroxylated residue | formylated residue | acetylated residue | iodoacetamide derivatized residue | Acetate labeling reagent (N-term & K) (heavy form, +3amu) (HKSTY,N-term) | Succinic anhydride labeling reagent light form (N-term & K) (K,N-term) | Iodoacetamide derivative (CDEHKMSTUY,N-term) | Loss of arginine due to transpeptidation (C-term) | Acetate labeling reagent (N-term & K) (heavy form, +3amu) | Succinic anhydride labeling reagent light form (N-term & K) | Iodoacetamide derivative | Loss of arginine due to transpeptidation","True"
"PXD039053","","strict","Technical","reduction_reagent","reduction_reagent","tris(2-carboxyethyl)phosphine","True"
