"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD053289","","strict","Biological","cell_line","cell_line","OVCAR3","True"
"PXD053289","","strict","Biological","disease","disease","ovarian cancer","True"
"PXD053289","","strict","Biological","organ","organ","blood serum, ascites","True"
"PXD053289","","strict","Biological","sex","sex","male","True"
"PXD053289","","strict","Biological","species","species","Homo sapiens","True"
"PXD053289","","strict","ExperimentalDesign","factor_value","factor_value","enrichment method (SEC alone, SEC and Top 14 depletion) | ovarian cancer","True"
"PXD053289","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD053289","","strict","ExperimentalDesign","replicates","replicates","2","True"
"PXD053289","","strict","ExperimentalDesign","technical_replicates","technical_replicates","2","True"
"PXD053289","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD053289","","strict","Technical","alkylation_reagent","alkylation_reagent","iodoacetamide","True"
"PXD053289","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD053289","","strict","Technical","instrument","instrument","Orbitrap Eclipse","True"
"PXD053289","","strict","Technical","label","label","label free","True"
"PXD053289","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD053289","","strict","Technical","modification","modification","Carbamidomethyl (C) | Oxidation (M) | Phospho (STY) | Deamidation (NQ) | Formylation (K) | not applicable","True"
"PXD053289","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","6 ppm","True"
"PXD053289","","strict","Technical","reduction_reagent","reduction_reagent","tris(2-carboxyethyl)phosphine","True"
