source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD002081-Sample-1	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon)	7 ppm	-0.434966 ppm	orbitrap	TCGA-AA-3554-01A-22_W_VU_20121122_A0218_6G_R_FR01.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002081-Sample-2	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon)	7 ppm	-0.434966 ppm	orbitrap	TCGA-AA-3554-01A-22_W_VU_20121123_A0218_6G_R_FR05.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002081-Sample-3	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon)	7 ppm	-0.434966 ppm	orbitrap	TCGA-AA-3558-01A-22_W_VU_20121112_A0218_6A_R_FR01.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002081-Sample-4	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon)	7 ppm	-0.434966 ppm	orbitrap	TCGA-AA-3558-01A-22_W_VU_20121112_A0218_6A_R_FR02.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002081-Sample-5	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon)	7 ppm	-0.434966 ppm	orbitrap	TCGA-AA-3558-01A-22_W_VU_20121113_A0218_6A_R_FR15.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002081-Sample-6	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon)	7 ppm	-0.434966 ppm	orbitrap	TCGA-AA-3561-01A-22_W_VU_20120808_A0218_1I_R_FR01.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002081-Sample-7	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon)	7 ppm	-0.434966 ppm	orbitrap	TCGA-AA-3561-01A-22_W_VU_20120808_A0218_1I_R_FR08.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002081-Sample-8	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon)	7 ppm	-0.434966 ppm	orbitrap	TCGA-AA-3561-01A-22_W_VU_20120809_A0218_1I_R_FR11.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002081-Sample-9	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon)	7 ppm	-0.434966 ppm	orbitrap	TCGA-AA-3561-01A-22_W_VU_20120809_A0218_1I_R_FR14.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002081-Sample-10	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon)	7 ppm	-0.434966 ppm	orbitrap	TCGA-AA-3664-01A-22_W_VU_20130124_A0218_9C_R_FR13.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
