source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD003668-Sample-1	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20130314_EXQ4_FaCo_SA_CL_OVISE_B.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-2	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20130315_EXQ4_FaCo_SA_CL_IOSE7576_C.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-3	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20130315_EXQ4_FaCo_SA_CL_IOSE7675_A.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-4	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20130315_EXQ4_FaCo_SA_CL_SKOV3IP1_A.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-5	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20130315_EXQ4_FaCo_SA_CL_SKOV3IP1_C.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-6	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20130607_EXQ4_FaCo_SA_CL_A2780CP70_C.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-7	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20130607_EXQ4_FaCo_SA_CL_A2780_A.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-8	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20130607_EXQ4_FaCo_SA_CL_A2780_B.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-9	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20131018_EXQ3_FaCo_SA_CL_TOV112D_A.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-10	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20131021_EXQ3_FaCo_SA_CL_ME180_A.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
