source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD016002-Sample-1	homo sapiens	csf	leptomeningeal melanoma metastases, normal	16	not available	not available	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	24	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (LMM vs non-LMM), therapeutic response (poor responder vs extraordinary responder)	7 ppm	10 ppm	orbitrap	20171207_Inna-CSF_TMTBatch1_Fx07.raw	v1.1.0	HAMLET-agentic v0.1.0	leptomeningeal melanoma metastases, normal
PXD016002-Sample-2	homo sapiens	csf	leptomeningeal melanoma metastases, normal	16	not available	not available	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	24	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (LMM vs non-LMM), therapeutic response (poor responder vs extraordinary responder)	7 ppm	10 ppm	orbitrap	20171207_Inna-CSF_TMTBatch1_Fx09.raw	v1.1.0	HAMLET-agentic v0.1.0	leptomeningeal melanoma metastases, normal
PXD016002-Sample-3	homo sapiens	csf	leptomeningeal melanoma metastases, normal	16	not available	not available	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	24	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (LMM vs non-LMM), therapeutic response (poor responder vs extraordinary responder)	7 ppm	10 ppm	orbitrap	20171207_Inna-CSF_TMTBatch1_Fx12.raw	v1.1.0	HAMLET-agentic v0.1.0	leptomeningeal melanoma metastases, normal
PXD016002-Sample-4	homo sapiens	csf	leptomeningeal melanoma metastases, normal	16	not available	not available	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	24	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (LMM vs non-LMM), therapeutic response (poor responder vs extraordinary responder)	7 ppm	10 ppm	orbitrap	20171207_Inna-CSF_TMTBatch1_Fx24.raw	v1.1.0	HAMLET-agentic v0.1.0	leptomeningeal melanoma metastases, normal
PXD016002-Sample-5	homo sapiens	csf	leptomeningeal melanoma metastases, normal	16	not available	not available	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	24	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (LMM vs non-LMM), therapeutic response (poor responder vs extraordinary responder)	7 ppm	10 ppm	orbitrap	20171207_Inna-CSF_TMTBatch2_Fx08.raw	v1.1.0	HAMLET-agentic v0.1.0	leptomeningeal melanoma metastases, normal
PXD016002-Sample-6	homo sapiens	csf	leptomeningeal melanoma metastases, normal	16	not available	not available	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	24	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (LMM vs non-LMM), therapeutic response (poor responder vs extraordinary responder)	7 ppm	10 ppm	orbitrap	20171207_Inna-CSF_TMTBatch2_Fx09.raw	v1.1.0	HAMLET-agentic v0.1.0	leptomeningeal melanoma metastases, normal
PXD016002-Sample-7	homo sapiens	csf	leptomeningeal melanoma metastases, normal	16	not available	not available	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	24	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (LMM vs non-LMM), therapeutic response (poor responder vs extraordinary responder)	7 ppm	10 ppm	orbitrap	20171207_Inna-CSF_TMTBatch2_Fx10.raw	v1.1.0	HAMLET-agentic v0.1.0	leptomeningeal melanoma metastases, normal
PXD016002-Sample-8	homo sapiens	csf	leptomeningeal melanoma metastases, normal	16	not available	not available	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	24	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (LMM vs non-LMM), therapeutic response (poor responder vs extraordinary responder)	7 ppm	10 ppm	orbitrap	20171207_Inna-CSF_TMTBatch2_Fx17.raw	v1.1.0	HAMLET-agentic v0.1.0	leptomeningeal melanoma metastases, normal
PXD016002-Sample-9	homo sapiens	csf	leptomeningeal melanoma metastases, normal	16	not available	not available	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	24	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (LMM vs non-LMM), therapeutic response (poor responder vs extraordinary responder)	7 ppm	10 ppm	orbitrap	20171207_Inna-CSF_TMTBatch2_Fx20.raw	v1.1.0	HAMLET-agentic v0.1.0	leptomeningeal melanoma metastases, normal
PXD016002-Sample-10	homo sapiens	csf	leptomeningeal melanoma metastases, normal	16	not available	not available	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	24	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (LMM vs non-LMM), therapeutic response (poor responder vs extraordinary responder)	7 ppm	10 ppm	orbitrap	20171207_Inna-CSF_TMTBatch2_Fx23.raw	v1.1.0	HAMLET-agentic v0.1.0	leptomeningeal melanoma metastases, normal
PXD016002-Sample-11	homo sapiens	csf	leptomeningeal melanoma metastases, normal	16	not available	not available	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	24	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (LMM vs non-LMM), therapeutic response (poor responder vs extraordinary responder)	7 ppm	10 ppm	orbitrap	20171207_Inna-CSF_TMTBatch3_Fx15.raw	v1.1.0	HAMLET-agentic v0.1.0	leptomeningeal melanoma metastases, normal
PXD016002-Sample-12	homo sapiens	csf	leptomeningeal melanoma metastases, normal	16	not available	not available	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	24	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (LMM vs non-LMM), therapeutic response (poor responder vs extraordinary responder)	7 ppm	10 ppm	orbitrap	20171207_Inna-CSF_TMTBatch3_Fx17.raw	v1.1.0	HAMLET-agentic v0.1.0	leptomeningeal melanoma metastases, normal
PXD016002-Sample-13	homo sapiens	csf	leptomeningeal melanoma metastases, normal	16	not available	not available	run 13	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	24	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (LMM vs non-LMM), therapeutic response (poor responder vs extraordinary responder)	7 ppm	10 ppm	orbitrap	20171207_Inna-CSF_TMTBatch4_Fx01.raw	v1.1.0	HAMLET-agentic v0.1.0	leptomeningeal melanoma metastases, normal
PXD016002-Sample-14	homo sapiens	csf	leptomeningeal melanoma metastases, normal	16	not available	not available	run 14	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	24	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (LMM vs non-LMM), therapeutic response (poor responder vs extraordinary responder)	7 ppm	10 ppm	orbitrap	20171207_Inna-CSF_TMTBatch4_Fx02.raw	v1.1.0	HAMLET-agentic v0.1.0	leptomeningeal melanoma metastases, normal
PXD016002-Sample-15	homo sapiens	csf	leptomeningeal melanoma metastases, normal	16	not available	not available	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	24	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (LMM vs non-LMM), therapeutic response (poor responder vs extraordinary responder)	7 ppm	10 ppm	orbitrap	20171207_Inna-CSF_TMTBatch4_Fx03.raw	v1.1.0	HAMLET-agentic v0.1.0	leptomeningeal melanoma metastases, normal
PXD016002-Sample-16	homo sapiens	csf	leptomeningeal melanoma metastases, normal	16	not available	not available	run 16	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	24	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (LMM vs non-LMM), therapeutic response (poor responder vs extraordinary responder)	7 ppm	10 ppm	orbitrap	20171207_Inna-CSF_TMTBatch4_Fx05.raw	v1.1.0	HAMLET-agentic v0.1.0	leptomeningeal melanoma metastases, normal
PXD016002-Sample-17	homo sapiens	csf	leptomeningeal melanoma metastases, normal	16	not available	not available	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	24	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (LMM vs non-LMM), therapeutic response (poor responder vs extraordinary responder)	7 ppm	10 ppm	orbitrap	20171207_Inna-CSF_TMTBatch4_Fx07.raw	v1.1.0	HAMLET-agentic v0.1.0	leptomeningeal melanoma metastases, normal
PXD016002-Sample-18	homo sapiens	csf	leptomeningeal melanoma metastases, normal	16	not available	not available	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	24	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (LMM vs non-LMM), therapeutic response (poor responder vs extraordinary responder)	7 ppm	10 ppm	orbitrap	20171207_Inna-CSF_TMTBatch4_Fx09.raw	v1.1.0	HAMLET-agentic v0.1.0	leptomeningeal melanoma metastases, normal
PXD016002-Sample-19	homo sapiens	csf	leptomeningeal melanoma metastases, normal	16	not available	not available	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	24	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (LMM vs non-LMM), therapeutic response (poor responder vs extraordinary responder)	7 ppm	10 ppm	orbitrap	20171207_Inna-CSF_TMTBatch5_Fx02.raw	v1.1.0	HAMLET-agentic v0.1.0	leptomeningeal melanoma metastases, normal
PXD016002-Sample-20	homo sapiens	csf	leptomeningeal melanoma metastases, normal	16	not available	not available	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	24	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (LMM vs non-LMM), therapeutic response (poor responder vs extraordinary responder)	7 ppm	10 ppm	orbitrap	20171207_Inna-CSF_TMTBatch5_Fx05.raw	v1.1.0	HAMLET-agentic v0.1.0	leptomeningeal melanoma metastases, normal
PXD016002-Sample-21	homo sapiens	csf	leptomeningeal melanoma metastases, normal	16	not available	not available	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	24	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (LMM vs non-LMM), therapeutic response (poor responder vs extraordinary responder)	7 ppm	10 ppm	orbitrap	20171207_Inna-CSF_TMTBatch5_Fx09.raw	v1.1.0	HAMLET-agentic v0.1.0	leptomeningeal melanoma metastases, normal
