"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD022888","","strict","Biological","age","age","6-month-old, 12-month-old, 20-month-old","True"
"PXD022888","","strict","Biological","disease","disease","normal, cgl ko","True"
"PXD022888","","strict","Biological","organ","organ","liver, kidney, heart, muscle, brain, plasma","True"
"PXD022888","","strict","Biological","sex","sex","male","True"
"PXD022888","","strict","Biological","species","species","Mus musculus","True"
"PXD022888","","strict","ExperimentalDesign","factor_value","factor_value","normal, cgl ko","True"
"PXD022888","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD022888","","strict","Technical","alkylation_reagent","alkylation_reagent","iodoacetamide","True"
"PXD022888","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD022888","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD022888","","strict","Technical","instrument","instrument","Orbitrap Fusion Lumos","True"
"PXD022888","","strict","Technical","mass_analyzer","mass_analyzer","Orbitrap","True"
"PXD022888","","strict","Technical","modification","modification","TMT6plex-126 reporter+balance reagent acylated residue | Sixplex Tandem Mass Tag® | S-Ethylcystine from Serine | Carbamylation | Iodoacetamide derivative | Sixplex iodoacetyl Tandem Mass Tag® | Sixplex Tandem Mass Tag® (HKSTY,N-term) | S-Ethylcystine from Serine (S) | Carbamylation (CKMRSTY,N-term) | Iodoacetamide derivative (CDEHKMSTUY,N-term) | Sixplex iodoacetyl Tandem Mass Tag® (CDEHK)","True"
"PXD022888","","strict","Technical","reduction_reagent","reduction_reagent","dithiothreitol","True"
