sdrf row	source name	logical field	sdrf header	selected value	selected source	evidence	agent status	agent confidence	judge verdict	judge hallucination	judge type mismatch	judge corrected value	resolution rule	assessment state
1	PXD017670-Sample-1	source_name	source name	PXD017670-Sample-1	derived								legacy_derivation	derived
1	PXD017670-Sample-1	organism	characteristics[organism]	Mus musculus, Homo sapiens	biological_agent	UniProt ProteomeSet mouse database	DISAGREE_SPLIT	0.8	low	False	False	Mus musculus, Homo sapiens	source_precedence:biological_agent	derived
1	PXD017670-Sample-1	organism_part	characteristics[organism part]	skeletal muscle	biological_agent	studied PI3K/Akt signaling in contracting skeletal muscle cells by quantitative phosphoproteomics	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
1	PXD017670-Sample-1	disease	characteristics[disease]	normal	biological_agent	unknown	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
1	PXD017670-Sample-1	cell_type	characteristics[cell type]	myotubes	biological_agent	Reimann, Schwäble et al. perform quantitative proteomics to study PI3K/Akt signaling in contracting myotubes	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
1	PXD017670-Sample-1	cell_line	characteristics[cell line]	C2, HEK293T	biological_agent	C2 myoblasts were cultured in high glucose SILAC-DMEM medium	LLM_ONLY	0.5	medium	False	False	C2, HEK293T	source_precedence:biological_agent	derived
1	PXD017670-Sample-1	assay_name	assay name	run 1	derived								legacy_derivation	derived
1	PXD017670-Sample-1	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
1	PXD017670-Sample-1	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	runassessor								source_precedence:runassessor	derived
1	PXD017670-Sample-1	instrument	comment[instrument]	Q Exactive Plus, Velos Orbitrap Elite	runassessor				medium	False	False	Q Exactive Plus, Velos Orbitrap Elite	source_precedence:runassessor	derived
1	PXD017670-Sample-1	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
1	PXD017670-Sample-1	dissociation	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422	runassessor								source_precedence:runassessor	derived
1	PXD017670-Sample-1	factor_value	factor value[experimental design]	treatment (IGF-1, LY294002, MK-2206), electrical pulse simulation (EPS), differentiation	experimental_design_agent	stimulation of cells with IGF-1 or inhibition of PI3K/mTOR activity using LY294002 (LY)	LLM_ONLY	0.5	medium	False	False	treatment (IGF-1, LY294002, MK-2206), electrical pulse simulation (EPS), differentiation	source_precedence:experimental_design_agent	derived
1	PXD017670-Sample-1	modification	comment[modification parameters]	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	derived								legacy_derivation	derived
1	PXD017670-Sample-1	modification	comment[modification parameters]	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	derived								legacy_derivation	derived
1	PXD017670-Sample-1	modification	comment[modification parameters]	NT=N-isopropylcarboxamidomethyl;AC=UNIMOD:17;MT=Variable;TA=C	derived								legacy_derivation	derived
1	PXD017670-Sample-1	precursor_tolerance	comment[precursor mass tolerance]	4.5 ppm	derived								legacy_derivation	derived
1	PXD017670-Sample-1	fragment_tolerance	comment[fragment mass tolerance]	0.5 Da	derived								legacy_derivation	derived
1	PXD017670-Sample-1	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
1	PXD017670-Sample-1	data_file	comment[data file]	QEplus025629.raw	derived								legacy_derivation	derived
1	PXD017670-Sample-1	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
1	PXD017670-Sample-1	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v2.1.0	derived								legacy_derivation	derived
1	PXD017670-Sample-1	factor_disease	factor value[disease]	normal	derived								legacy_derivation	derived
2	PXD017670-Sample-2	source_name	source name	PXD017670-Sample-2	derived								legacy_derivation	derived
2	PXD017670-Sample-2	organism	characteristics[organism]	Mus musculus, Homo sapiens	biological_agent	UniProt ProteomeSet mouse database	DISAGREE_SPLIT	0.8	low	False	False	Mus musculus, Homo sapiens	source_precedence:biological_agent	derived
2	PXD017670-Sample-2	organism_part	characteristics[organism part]	skeletal muscle	biological_agent	studied PI3K/Akt signaling in contracting skeletal muscle cells by quantitative phosphoproteomics	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
2	PXD017670-Sample-2	disease	characteristics[disease]	normal	biological_agent	unknown	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
2	PXD017670-Sample-2	cell_type	characteristics[cell type]	myotubes	biological_agent	Reimann, Schwäble et al. perform quantitative proteomics to study PI3K/Akt signaling in contracting myotubes	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
2	PXD017670-Sample-2	cell_line	characteristics[cell line]	C2, HEK293T	biological_agent	C2 myoblasts were cultured in high glucose SILAC-DMEM medium	LLM_ONLY	0.5	medium	False	False	C2, HEK293T	source_precedence:biological_agent	derived
2	PXD017670-Sample-2	assay_name	assay name	run 2	derived								legacy_derivation	derived
2	PXD017670-Sample-2	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
2	PXD017670-Sample-2	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	runassessor								source_precedence:runassessor	derived
