"paper_id","source","mode","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","technical_origin","repository_origin","inference","error_category","issue_summary","corrected_value"
"PXD022741","","strict","Biological","disease","normal","normal","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""normal"" is a valid category for the disease field.
SOURCE CHECK: The paper describes a study on the diauxic shift in *Saccharomyces cerevisiae* (yeast) without any mention of disease or pathology.
TRUTH CHECK: Since the subjects are not part of a disease study, ""normal"" is a correct safe default.
COMPLETENESS CHECK: The full set contains the single safe default value, which is exhaustive for this study.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD022741","","strict","Biological","species","Saccharomyces cerevisiae","Saccharomyces cerevisiae","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value is a scientific name of an organism, which matches the species field definition.
SOURCE CHECK: The value is explicitly mentioned in the title and abstract as the model organism used for the proteomics experiment.
TRUTH CHECK: The paper identifies the organism as Saccharomyces cerevisiae (yeast).
COMPLETENESS CHECK: The full set contains the only species used in the study.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD022741","","strict","ExperimentalDesign","factor_value","normal","","low","False","","False","False","True","False","","","hallucinated","TYPE CHECK: The candidate value ""normal"" is a valid category for a factor_value, as it mirrors a characteristic (e.g., disease state).
SOURCE CHECK: The paper describes a time course of yeast (Saccharomyces cerevisiae) during a diauxic shift; it does not mention a ""normal"" vs ""disease"" or ""normal"" vs ""mutant"" contrast.
TRUTH CHECK: While ""normal"" is a safe default for the `disease` field when subjects are healthy, it is not applicable here because the study is a temporal profiling of a natural biological process (diauxic shift) in a standard yeast strain, not a disease study where a ""normal"" control is being contrasted.
COMPLETENESS CHECK: The full set contains only ""normal"", which does not reflect the actual experimental factor of this study (which is the time course/diauxic shift).
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD022741","","strict","Technical","acquisition_method","data-dependent acquisition","data-dependent acquisition","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""data-dependent acquisition"" is a valid acquisition scheme name.
SOURCE CHECK: The paper describes using a ""Top10 method"" for MS2 scans, which is a characteristic implementation of data-dependent acquisition (DDA).
TRUTH CHECK: The use of a ""Top10 method"" (selecting the top 10 most intense precursors for fragmentation) explicitly confirms a data-dependent acquisition (DDA) scheme.
COMPLETENESS CHECK: The full set contains the correct acquisition method described in the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD022741","","strict","Technical","alkylation_reagent","iodoacetamide","iodoacetamide","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""iodoacetamide"" is a chemical reagent used for cysteine alkylation, which matches the field definition.
SOURCE CHECK: The value is explicitly mentioned in the ""Phosphoproteomic Workflow"" section of the methods (""alkylated with 10 mM iodoacetamide"") as part of the sample preparation for the MS experiment.
TRUTH CHECK: The value is factually correct as stated in the text.
COMPLETENESS CHECK: The full set contains the only alkylation reagent mentioned in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD022741","","strict","Technical","fragmentation","collision-induced dissociation","collision-induced dissociation","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""collision-induced dissociation"" is a valid fragmentation method.
SOURCE CHECK: The value is explicitly mentioned in the methods section (""MS2 scans consisted of collision-induced dissociation"").
TRUTH CHECK: The value is factually correct as it describes the fragmentation used for MS2 scans in this experiment.
COMPLETENESS CHECK: The full set includes ""collision-induced dissociation"" and ""beam-type collision-induced dissociation""; however, the text only explicitly mentions ""collision-induced dissociation"". ""Beam-type"" is not mentioned in the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD022741","","strict","Technical","fragmentation","beam-type collision-induced dissociation","collision-induced dissociation","low","False","","False","False","False","True","runassessor","","runassessor_only","TYPE CHECK: The candidate value describes a fragmentation method, which matches the field definition.
SOURCE CHECK: The paper explicitly mentions ""collision-induced dissociation"" in the MS2 scan description.
TRUTH CHECK: The paper states ""MS2 scans consisted of collision-induced dissociation""; it does not specify ""beam-type"" CID. While CID can be beam-type, the text does not provide this specific detail.
COMPLETENESS CHECK: The full set includes ""collision-induced dissociation"", which is the exact term used in the text.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: yes
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: collision-induced dissociation","collision-induced dissociation"
"PXD022741","","strict","Technical","instrument","Orbitrap Fusion Lumos","Orbitrap Fusion Lumos","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value is a mass spectrometer model, which matches the field definition.
SOURCE CHECK: The value is explicitly mentioned in the ""RESULTS"" and ""MATERIALS AND METHODS"" sections as the instrument used for the MS analysis.
TRUTH CHECK: The value ""Orbitrap Fusion Lumos"" is factually correct according to the text.
COMPLETENESS CHECK: The full set contains the only mass spectrometer mentioned in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD022741","","strict","Technical","label","TMT126","","low","False","","False","False","True","False","","","hallucinated","TYPE CHECK: The candidate value is a specific isobaric label, which fits the category of labeling methods.
SOURCE CHECK: The paper mentions ""TMT11 sample multiplexing"" and ""TMT11-plex reagent,"" but it does not explicitly list the individual channel names (e.g., TMT126).
TRUTH CHECK: While TMT11-plex typically consists of these specific tags, the text does not explicitly name ""TMT126"" or any of the other individual tags listed in the extracted values.
COMPLETENESS CHECK: The full set of values lists individual TMT channels, but the paper only specifies the multiplexing level (""TMT11"").

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: yes
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: TMT11","TMT11"
"PXD022741","","strict","Technical","label","TMT127N","","low","False","","False","False","True","False","","","hallucinated","TYPE CHECK: The candidate value is a specific isobaric label, which fits the category of the 'label' field.
SOURCE CHECK: The paper explicitly mentions ""TMT11 sample multiplexing"" and ""labeling with the TMT11 (Thermo A37727) reagent"" in the context of the MS experiment.
TRUTH CHECK: While the paper specifies ""TMT11"", it does not explicitly list the individual channel names (e.g., ""TMT127N""). These specific channel names are part of the TMT11 kit but are not written in the text.
COMPLETENESS CHECK: The full set of extracted values lists individual TMT channels, but the paper only mentions the overall ""TMT11"" multiplexing method.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: TMT11","TMT11"
