"paper_id","source","mode","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","technical_origin","repository_origin","inference","error_category","issue_summary","corrected_value"
"PXD020332","","strict","Biological","disease","normal","normal","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""normal"" is a valid category for the disease field.
SOURCE CHECK: The paper describes a study on the organic matrix of the red coral *Corallium rubrum* without any mention of disease or pathology.
TRUTH CHECK: Since the subjects are not part of a disease study, ""normal"" is a correct safe default.
COMPLETENESS CHECK: The full set contains only this safe default, which is exhaustive for a non-disease study.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD020332","","strict","Biological","organ","axial skeleton, sclerites","axial skeleton, sclerites","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value refers to the anatomical structures/tissues of origin, which fits the definition of the organ/tissue field.
SOURCE CHECK: The values ""axial skeleton"" and ""sclerites"" are explicitly mentioned as the sources of the organic matrices (SOM and IOM) that were analyzed by mass spectrometry.
TRUTH CHECK: The paper states that the organic matrix of the axial skeleton and the sclerites were extracted and analyzed by tandem mass spectrometry.
COMPLETENESS CHECK: The full set of extracted values covers both biominerals analyzed in the study.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD020332","","strict","Biological","species","Corallium rubrum","Corallium rubrum","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value is a scientific name of an organism, which matches the species field definition.
SOURCE CHECK: The value is explicitly mentioned in the title and throughout the text as the source of the biominerals analyzed by mass spectrometry.
TRUTH CHECK: The value is factually correct as the study focuses on the proteome of Corallium rubrum.
COMPLETENESS CHECK: The full set contains the only species analyzed in the experiment.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD020332","","strict","ExperimentalDesign","factor_value","biomineral type (axial skeleton, sclerites), solubility (SOM, IOM)","biomineral type (axial skeleton, sclerites), solubility (SOM, IOM)","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value describes the experimental factors (biomineral type and solubility) and their respective levels, which is a correct category for factor_value.
SOURCE CHECK: The values ""axial skeleton"", ""sclerites"", ""SOM"" (water-soluble organic matrix), and ""IOM"" (water-insoluble organic matrix) are all explicitly mentioned as the samples analyzed by mass spectrometry.
TRUTH CHECK: The paper explicitly compares the protein composition of the axial skeleton versus sclerites and the SOM versus IOM fractions for each.
COMPLETENESS CHECK: The full set of extracted values covers the primary experimental axes (biomineral type and solubility) and includes a safe default (""normal""), making it exhaustive.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD020332","","strict","ExperimentalDesign","factor_value","normal","biomineral type (axial skeleton, sclerites), solubility (SOM, IOM)","low","False","","False","False","False","False","","","wrong_value","TYPE CHECK: Unable to evaluate.
SOURCE CHECK: N/A
TRUTH CHECK: N/A
COMPLETENESS CHECK: N/A
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD020332","","strict","Technical","acquisition_method","data-dependent acquisition","","low","False","","False","False","False","False","","","wrong_value","TYPE CHECK: Unable to evaluate.
SOURCE CHECK: N/A
TRUTH CHECK: N/A
COMPLETENESS CHECK: N/A
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD020332","","strict","Technical","alkylation_reagent","iodoacetamide","iodoacetamide","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value is a chemical reagent used for alkylation, which matches the field definition.
SOURCE CHECK: The value is explicitly mentioned in the ""Electrophoresis and trypsin treatment of organic matrices"" section of the methods.
TRUTH CHECK: The paper states ""Alkylation was done with 55 mM Iodoacetamide"", confirming the value is correct.
COMPLETENESS CHECK: The full set contains the only alkylation reagent mentioned in the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD020332","","strict","Technical","cleavage_agent","Trypsin","Trypsin","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""Trypsin"" is a protease used for protein digestion, which matches the field definition.
SOURCE CHECK: The value is explicitly mentioned in the ""Electrophoresis and trypsin treatment of organic matrices"" section of the methods.
TRUTH CHECK: The paper states that ""trypsin digestion of the SOM and IOM"" was performed and specifically names ""Sequencing Grade Modified Trypsin, Promega"".
COMPLETENESS CHECK: The full set of extracted values contains only ""Trypsin"", which is the only cleavage agent mentioned in the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD020332","","strict","Technical","fragmentation","beam-type collision-induced dissociation","","low","False","","False","False","False","True","runassessor","","runassessor_only","TYPE CHECK: The candidate value describes a fragmentation method, which matches the field definition.
SOURCE CHECK: The paper explicitly states that ions were fragmented using ""higher energy collision dissociation (HCD)"", but it does not mention ""beam-type collision-induced dissociation"".
TRUTH CHECK: While HCD is a form of beam-type CID, the specific term ""beam-type collision-induced dissociation"" is not used in the text; the text explicitly names ""HCD"".
COMPLETENESS CHECK: The full set contains only this value, which is not the term used in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: HCD","HCD"
"PXD020332","","strict","Technical","instrument","Q Exactive HF","Q Exactive HF","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value is a mass spectrometer model, which matches the field definition.
SOURCE CHECK: The value is explicitly mentioned in the ""NanoLC-MS/MS analysis"" section as the instrument used for the proteomics experiment.
TRUTH CHECK: The paper states the analysis was performed using a ""Q-Exactive HF mass spectrometer"".
COMPLETENESS CHECK: Only one mass spectrometer is mentioned in the text, so the extraction is complete.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD020332","","strict","Technical","label","label free","label free","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""label free"" belongs to the correct category for the label field.
SOURCE CHECK: The paper explicitly states in the Results section: ""We quantified the relative abundance of proteins... using two label-free methods: exponentially modified protein abundance index (emPAI) and weighted spectral count (WS).""
TRUTH CHECK: The value is factually correct as the paper describes label-free quantification and mentions no isobaric, metabolic, or chemical labeling.
COMPLETENESS CHECK: The full set of extracted values is exhaustive for this field.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD020332","","strict","Technical","mass_analyzer","Orbitrap","Orbitrap","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""Orbitrap"" is a valid mass analyzer type.
SOURCE CHECK: The paper specifies the use of a ""Q-Exactive HF mass spectrometer"", which is a well-known Orbitrap-based instrument.
TRUTH CHECK: The Q-Exactive HF uses an Orbitrap mass analyzer.
COMPLETENESS CHECK: The full set contains the only mass analyzer used in the study.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD020332","","strict","Technical","modification","monohydroxylated residue","","low","False","","False","False","False","True","pride_repository","","pride_repository_only","TYPE CHECK: The candidate value ""monohydroxylated residue"" is a type of protein modification, which matches the field definition.
SOURCE CHECK: The term ""monohydroxylated residue"" does not appear in the provided paper text.
TRUTH CHECK: The value is not mentioned in the text; the paper explicitly lists ""carbamidomethyl"" as a fixed modification and ""oxidation at methionine"" as a variable modification.
COMPLETENESS CHECK: The full set of extracted values contains multiple modifications, none of which (including the candidate) are explicitly mentioned in the text except for carbamidomethyl and oxidation.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD020332","","strict","Technical","modification","iodoacetamide derivatized residue","","low","False","","False","False","False","True","pride_repository","","pride_repository_only","TYPE CHECK: The candidate value describes a chemical modification of a residue, which fits the category of a protein modification.
SOURCE CHECK: The paper mentions ""Iodoacetamide"" as an alkylation reagent, but it does not use the phrase ""iodoacetamide derivatized residue"" to describe a searched modification.
TRUTH CHECK: The paper explicitly states ""The fixed modifications were set to carbamidomethyl and variable modifications were set to oxidation at methionine."" It does not list ""iodoacetamide derivatized residue"" as a searched modification.
COMPLETENESS CHECK: The full set of extracted values contains multiple modifications (e.g., ""monohydroxylated residue"", ""Deamidation"") that are not mentioned in the text.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD020332","","strict","Technical","modification","Iodoacetic acid derivative (CKUW,N-term)","","low","False","","False","False","False","True","ptm_shepherd","","ptm_shepherd_only","TYPE CHECK: The candidate value describes a protein modification, which matches the field definition.
SOURCE CHECK: The value ""Iodoacetic acid derivative (CKUW,N-term)"" is not present in the paper text.
TRUTH CHECK: The paper explicitly mentions ""carbamidomethyl"" as a fixed modification and ""oxidation at methionine"" as a variable modification; it does not mention iodoacetic acid derivatives.
COMPLETENESS CHECK: The full set of extracted values contains multiple modifications (e.g., ""Deamidation"", ""Iodoacetamide derivative"") that are not mentioned in the text.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
