"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD051952","","strict","Biological","cell_type","cell_type","photoreceptor cells","True"
"PXD051952","","strict","Biological","organ","organ","retinas","True"
"PXD051952","","strict","Biological","species","species","Bos taurus","True"
"PXD051952","","strict","ExperimentalDesign","factor_value","factor_value","sample source (bovine retinal primary cilia)","True"
"PXD051952","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD051952","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD051952","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD051952","","strict","Technical","instrument","instrument","Q Exactive HF","True"
"PXD051952","","strict","Technical","mass_analyzer","mass_analyzer","Orbitrap","True"
"PXD051952","","strict","Technical","modification","modification","monohydroxylated residue | iodoacetamide derivatized residue | Iodoacetamide derivative (CDEHKMSTUY,N-term) | Gln->Trp substitution (Q) | aminoethylcysteine (ST)","True"
