"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD061454","","strict","Biological","cell_line","cell_line","T47D, MDA-MB-231, MDA-MB-468, MCF7","True"
"PXD061454","","strict","Biological","cell_type","cell_type","epithelial cell","True"
"PXD061454","","strict","Biological","disease","disease","breast carcinoma","True"
"PXD061454","","strict","Biological","organ","organ","breast","True"
"PXD061454","","strict","Biological","species","species","Homo sapiens","True"
"PXD061454","","strict","ExperimentalDesign","factor_value","factor_value","MDM2 expression (vector control, shmdm2/MDM2-depleted), MDMX expression (vector control, shmdmx/MDMX-depleted), drug treatment (Nutlin 3a, ALRN-6924, Etoposide, KU-55933), cell line (T47D, MDA-MB-231, MDA-MB-468) | breast carcinoma","True"
"PXD061454","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD061454","","strict","ExperimentalDesign","replicates","replicates","1","True"
"PXD061454","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD061454","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD061454","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","8 ppm","True"
"PXD061454","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD061454","","strict","Technical","instrument","instrument","Q Exactive Plus","True"
"PXD061454","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD061454","","strict","Technical","modification","modification","Phospho (STY) | pyrophosphorylation of Ser/Thr (S)","True"
"PXD061454","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","7 ppm","True"
