"paper_id","source","mode","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","technical_origin","inference","error_category","issue_summary","corrected_value"
"PXD007555","","strict","Biological","age","65","65","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a numeric age, which matches the definition for the age field.
SOURCE CHECK: The value is explicitly stated in the ""Characteristics of the study group"" section as the median age of the human subjects whose CSF was analyzed by MS.
TRUTH CHECK: The paper states ""The median age of human subjects was 65 at the beginning of the study"".
COMPLETENESS CHECK: The value ""65"" correctly represents the age of the donor group for the MS samples; per the field definition, a single matching value is sufficient.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD007555","","strict","Biological","disease","normal","normal","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""normal"" is a valid category for the disease field.
SOURCE CHECK: The paper describes the subjects as ""healthy control subjects"" and ""neurologically unimpaired healthy subjects"" who were analyzed by LC-MS/MS.
TRUTH CHECK: The subjects are explicitly described as healthy and neurologically unimpaired, making ""normal"" a correct safe default.
COMPLETENESS CHECK: The full set contains ""normal"", which accurately covers the disease state of the study group.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD007555","","strict","Biological","organ","cerebrospinal fluid","cerebrospinal fluid","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""cerebrospinal fluid"" is a type of biofluid/tissue, which fits the definition of the organ/tissue field.
SOURCE CHECK: The value is explicitly mentioned throughout the paper as the material analyzed by LC-MS/MS (""Cerebrospinal fluid... was analyzed by label-free quantification (LFQ) via LC-MS/MS"").
TRUTH CHECK: The value is factually correct as the source of the proteins analyzed in the study.
COMPLETENESS CHECK: The full set of extracted values contains only this value, which is the only source material used for the MS experiment in this paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD007555","","strict","Biological","sex","female","female","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""female"" is a valid category for the sex field.
SOURCE CHECK: The value is present in the paper text, specifically in the ""Characteristics of the study group"" section describing the 12 human subjects analyzed by MS.
TRUTH CHECK: The paper states that ""39.1% of the subjects being female,"" confirming that female donors were part of the study.
COMPLETENESS CHECK: The full set contains only ""female,"" but the paper mentions both genders (by stating a percentage for females, implying the rest are male). However, since the paper does not explicitly list ""male"" as a separate value in the text provided (only the percentage of females), ""female"" is a correct extraction of a present value.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD007555","","strict","Biological","species","Homo sapiens","Homo sapiens","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a scientific name for a species, which matches the field definition.
SOURCE CHECK: The paper explicitly mentions ""human subjects"" and ""human proteome database"" in the context of the CSF samples analyzed by LC-MS/MS.
TRUTH CHECK: The value is factually correct as the study used cerebrospinal fluid from human subjects.
COMPLETENESS CHECK: The full set contains the only species involved in the study.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD007555","","strict","ExperimentalDesign","factor_value","time points (T0, T24, T48)","time points (T0, T24, T48) | normal","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value describes the experimental time points under study, which is a correct category for a factor_value.
SOURCE CHECK: The value is explicitly mentioned in the text (""three different time points (i.e., T0, T24 and T48)"") in the context of the longitudinal MS experiment.
TRUTH CHECK: The value is factually correct as the study evaluated 12 subjects at these three specific time points.
COMPLETENESS CHECK: The full set of extracted values (""time points (T0, T24, T48)"" and ""normal"") covers both the temporal axis and the health status of the subjects described in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD007555","","strict","ExperimentalDesign","factor_value","normal","time points (T0, T24, T48) | normal","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""normal"" is a valid representation of a biological characteristic (disease state) used as an experimental factor.
SOURCE CHECK: The paper describes the study group as ""12 healthy control subjects"" and ""neurologically unimpaired healthy subjects,"" making ""normal"" a valid safe default for the disease state.
TRUTH CHECK: The subjects are explicitly described as healthy and neurologically unimpaired, which is equivalent to ""normal"".
COMPLETENESS CHECK: The full set of extracted values includes both the temporal factor (T0, T24, T48) and the health status (normal), which covers the experimental design described in the paper.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD007555","","strict","ExperimentalDesign","fractions","1","1","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a numeric count, which is the correct type for the fractions field.
SOURCE CHECK: The paper describes a nanoHPLC system and a linear gradient for peptide separation, but does not mention any offline fractionation steps before LC-MS.
TRUTH CHECK: Since no fractionation is described, the safe default of ""1"" is correct.
COMPLETENESS CHECK: The full set of extracted values consists of this single value, which accurately reflects the lack of fractionation.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD007555","","strict","ExperimentalDesign","replicates","12","12","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a numeric count, which matches the definition for biological replicates.
SOURCE CHECK: The paper explicitly states ""12 healthy control subjects"" and ""12 human subjects evaluated at three different time points"" were analyzed by LC-MS/MS.
TRUTH CHECK: The value 12 correctly represents the number of biological subjects (replicates) in the study.
COMPLETENESS CHECK: The full set contains the single correct value for the number of biological replicates.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD007555","","strict","ExperimentalDesign","technical_replicates","4","4","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a numeric count, which is the correct type for technical replicates.
SOURCE CHECK: The value is explicitly stated in the ""Mathematical calculation of the variation in protein abundance"" section: ""To this end, in this paper, 4 technical replicates were used.""
TRUTH CHECK: The value is factually correct as it describes the number of repeated measurements of the same sample used to calculate analytical variability (CVa).
COMPLETENESS CHECK: The full set contains the only value mentioned for technical replicates in the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD007555","","strict","Technical","acquisition_method","data-dependent acquisition","data-dependent acquisition","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a mass spectrometry acquisition scheme, which matches the field definition.
SOURCE CHECK: The value is explicitly stated in the paper text (""mass spectrometric analysis was performed in data-dependent scan mode"").
TRUTH CHECK: The value ""data-dependent acquisition"" is a correct synonym/expansion of ""data-dependent scan mode"".
COMPLETENESS CHECK: The full set contains the only acquisition method mentioned in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD007555","","strict","Technical","fragment_mass_tolerance","20 ppm","20 ppm","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a mass tolerance value, which is the correct category for this field.
SOURCE CHECK: The value is explicitly stated in the ""Protein quantification"" section of the methods.
TRUTH CHECK: The paper states ""The precursor and fragment ion mass tolerance were set to 5 ppm and 20 ppm, respectively,"" confirming 20 ppm is the fragment mass tolerance.
COMPLETENESS CHECK: The full set contains the only fragment mass tolerance value mentioned in the paper.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD007555","","strict","Technical","fragmentation","beam-type collision-induced dissociation","beam-type collision-induced dissociation","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value describes a fragmentation method, which matches the field definition.
SOURCE CHECK: The paper explicitly mentions ""higher energy collision-induced dissociation (HCD)"" in the Mass spectrometric analysis section.
TRUTH CHECK: ""Beam-type collision-induced dissociation"" is a technical synonym for HCD (Higher-energy Collisional Dissociation), but the paper specifically uses the term ""HCD"".
COMPLETENESS CHECK: The full set contains only this value, which correctly identifies the fragmentation method used.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD007555","","strict","Technical","instrument","Q Exactive","Q Exactive","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a mass spectrometer model, which matches the field definition.
SOURCE CHECK: The value is explicitly mentioned in the ""Mass spectrometric analysis"" section as the instrument used for the proteomics experiment.
TRUTH CHECK: The paper states the samples were analyzed on a ""quadrupole orbitrap mass spectrometer (Q Exactive, Thermo Fisher Scientific, Bremen, Germany)"".
COMPLETENESS CHECK: The full set contains the only mass spectrometer mentioned in the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD007555","","strict","Technical","mass_analyzer","orbitrap","orbitrap","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""orbitrap"" is a correct category for the mass_analyzer field.
SOURCE CHECK: The value is explicitly mentioned in the text (""quadrupole orbitrap mass spectrometer (Q Exactive...)"" and ""An orbitrap analyzer... was used for fragment analysis"").
TRUTH CHECK: The value is factually correct as the instrument used was a Q Exactive, which utilizes an Orbitrap analyzer.
COMPLETENESS CHECK: The full set of extracted values is exhaustive as the Orbitrap is the primary analyzer described for the MS experiment.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD007555","","strict","Technical","precursor_mass_tolerance","5 ppm","5 ppm","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a mass tolerance value, which is the correct category for this field.
SOURCE CHECK: The value is explicitly stated in the ""Protein quantification"" section of the methods.
TRUTH CHECK: The paper states, ""The precursor and fragment ion mass tolerance were set to 5 ppm and 20 ppm, respectively,"" confirming 5 ppm is the precursor tolerance.
COMPLETENESS CHECK: The full set contains the single correct value mentioned in the text.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
