source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD017201-Sample-1	homo sapiens	plasma	metastatic cutaneous melanoma	48	not available	not available	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	72	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (anti-PD-1, MAPKi), response (responders, non-responders)	6 ppm	10 ppm	orbitrap	LJMP_Melanoma_QE_20170310_TMT_set1_1mgIPG3-10_fr09.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic cutaneous melanoma
PXD017201-Sample-2	homo sapiens	plasma	metastatic cutaneous melanoma	48	not available	not available	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	72	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (anti-PD-1, MAPKi), response (responders, non-responders)	6 ppm	10 ppm	orbitrap	LJMP_Melanoma_QE_20170310_TMT_set1_1mgIPG3-10_fr18.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic cutaneous melanoma
PXD017201-Sample-3	homo sapiens	plasma	metastatic cutaneous melanoma	48	not available	not available	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	72	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (anti-PD-1, MAPKi), response (responders, non-responders)	6 ppm	10 ppm	orbitrap	LJMP_Melanoma_QE_20170310_TMT_set1_1mgIPG3-10_fr36.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic cutaneous melanoma
PXD017201-Sample-4	homo sapiens	plasma	metastatic cutaneous melanoma	48	not available	not available	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	72	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (anti-PD-1, MAPKi), response (responders, non-responders)	6 ppm	10 ppm	orbitrap	LJMP_Melanoma_QE_20170310_TMT_set1_1mgIPG3-10_fr43.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic cutaneous melanoma
PXD017201-Sample-5	homo sapiens	plasma	metastatic cutaneous melanoma	48	not available	not available	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	72	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (anti-PD-1, MAPKi), response (responders, non-responders)	6 ppm	10 ppm	orbitrap	LJMP_Melanoma_QE_20170310_TMT_set1_1mgIPG3-10_fr49.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic cutaneous melanoma
PXD017201-Sample-6	homo sapiens	plasma	metastatic cutaneous melanoma	48	not available	not available	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	72	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (anti-PD-1, MAPKi), response (responders, non-responders)	6 ppm	10 ppm	orbitrap	LJMP_Melanoma_QE_20170310_TMT_set1_1mgIPG3-10_fr52.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic cutaneous melanoma
PXD017201-Sample-7	homo sapiens	plasma	metastatic cutaneous melanoma	48	not available	not available	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	72	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (anti-PD-1, MAPKi), response (responders, non-responders)	6 ppm	10 ppm	orbitrap	LJMP_Melanoma_QE_20170310_TMT_set1_1mgIPG3-10_fr61.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic cutaneous melanoma
PXD017201-Sample-8	homo sapiens	plasma	metastatic cutaneous melanoma	48	not available	not available	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	72	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (anti-PD-1, MAPKi), response (responders, non-responders)	6 ppm	10 ppm	orbitrap	LJMP_Melanoma_QE_20170310_TMT_set2_1mgIPG3-10_fr05.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic cutaneous melanoma
PXD017201-Sample-9	homo sapiens	plasma	metastatic cutaneous melanoma	48	not available	not available	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	72	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (anti-PD-1, MAPKi), response (responders, non-responders)	6 ppm	10 ppm	orbitrap	LJMP_Melanoma_QE_20170310_TMT_set2_1mgIPG3-10_fr12.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic cutaneous melanoma
PXD017201-Sample-10	homo sapiens	plasma	metastatic cutaneous melanoma	48	not available	not available	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	72	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (anti-PD-1, MAPKi), response (responders, non-responders)	6 ppm	10 ppm	orbitrap	LJMP_Melanoma_QE_20170310_TMT_set2_1mgIPG3-10_fr20.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic cutaneous melanoma
PXD017201-Sample-11	homo sapiens	plasma	metastatic cutaneous melanoma	48	not available	not available	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	72	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (anti-PD-1, MAPKi), response (responders, non-responders)	6 ppm	10 ppm	orbitrap	LJMP_Melanoma_QE_20170310_TMT_set2_1mgIPG3-10_fr32.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic cutaneous melanoma
PXD017201-Sample-12	homo sapiens	plasma	metastatic cutaneous melanoma	48	not available	not available	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	72	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (anti-PD-1, MAPKi), response (responders, non-responders)	6 ppm	10 ppm	orbitrap	LJMP_Melanoma_QE_20170310_TMT_set2_1mgIPG3-10_fr35.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic cutaneous melanoma
PXD017201-Sample-13	homo sapiens	plasma	metastatic cutaneous melanoma	48	not available	not available	run 13	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	72	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (anti-PD-1, MAPKi), response (responders, non-responders)	6 ppm	10 ppm	orbitrap	LJMP_Melanoma_QE_20170310_TMT_set2_1mgIPG3-10_fr48.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic cutaneous melanoma
PXD017201-Sample-14	homo sapiens	plasma	metastatic cutaneous melanoma	48	not available	not available	run 14	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	72	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (anti-PD-1, MAPKi), response (responders, non-responders)	6 ppm	10 ppm	orbitrap	LJMP_Melanoma_QE_20170310_TMT_set2_1mgIPG3-10_fr65.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic cutaneous melanoma
PXD017201-Sample-15	homo sapiens	plasma	metastatic cutaneous melanoma	48	not available	not available	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	72	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (anti-PD-1, MAPKi), response (responders, non-responders)	6 ppm	10 ppm	orbitrap	LJMP_Melanoma_QE_20170310_TMT_set3_1mgIPG3-10_fr04.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic cutaneous melanoma
PXD017201-Sample-16	homo sapiens	plasma	metastatic cutaneous melanoma	48	not available	not available	run 16	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	72	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (anti-PD-1, MAPKi), response (responders, non-responders)	6 ppm	10 ppm	orbitrap	LJMP_Melanoma_QE_20170310_TMT_set3_1mgIPG3-10_fr05.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic cutaneous melanoma
PXD017201-Sample-17	homo sapiens	plasma	metastatic cutaneous melanoma	48	not available	not available	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	72	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (anti-PD-1, MAPKi), response (responders, non-responders)	6 ppm	10 ppm	orbitrap	LJMP_Melanoma_QE_20170310_TMT_set3_1mgIPG3-10_fr42.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic cutaneous melanoma
PXD017201-Sample-18	homo sapiens	plasma	metastatic cutaneous melanoma	48	not available	not available	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	72	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (anti-PD-1, MAPKi), response (responders, non-responders)	6 ppm	10 ppm	orbitrap	LJMP_Melanoma_QE_20170310_TMT_set3_1mgIPG3-10_fr45.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic cutaneous melanoma
PXD017201-Sample-19	homo sapiens	plasma	metastatic cutaneous melanoma	48	not available	not available	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	72	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (anti-PD-1, MAPKi), response (responders, non-responders)	6 ppm	10 ppm	orbitrap	LJMP_Melanoma_QE_20170310_TMT_set3_1mgIPG3-10_fr67.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic cutaneous melanoma
PXD017201-Sample-20	homo sapiens	plasma	metastatic cutaneous melanoma	48	not available	not available	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	72	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (anti-PD-1, MAPKi), response (responders, non-responders)	6 ppm	10 ppm	orbitrap	LJMP_Melanoma_QE_20170310_TMT_set4_1mgIPG3-10_fr09.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic cutaneous melanoma
