"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD055157","","strict","Biological","cell_line","cell_line","MDA-MB468","True"
"PXD055157","","strict","Biological","cell_type","cell_type","epithelial cell","True"
"PXD055157","","strict","Biological","disease","disease","triple-negative breast cancer","True"
"PXD055157","","strict","Biological","organ","organ","breast","True"
"PXD055157","","strict","Biological","species","species","Homo sapiens, Mus musculus","True"
"PXD055157","","strict","ExperimentalDesign","factor_value","factor_value","MGAT1 expression (Flag/HA-tagged vs control) | triple-negative breast cancer","True"
"PXD055157","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD055157","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD055157","","strict","Technical","instrument","instrument","Q Exactive Plus","True"
"PXD055157","","strict","Technical","label","label","label free","True"
"PXD055157","","strict","Technical","mass_analyzer","mass_analyzer","Orbitrap","True"
"PXD055157","","strict","Technical","modification","modification","Iodoacetamide derivative (CDEHKMSTUY,N-term) | Gln->Trp substitution (Q) | Oxidation or Hydroxylation (CDEFHIKLMNPQRSTUVWY,C-term) | Iodoacetamide derivative | Gln->Trp substitution | Oxidation or Hydroxylation","True"
