"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD008012","","strict","Biological","cell_line","cell_line","MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415","True"
"PXD008012","","strict","Biological","cell_type","cell_type","epithelial cell","True"
"PXD008012","","strict","Biological","disease","disease","triple-negative breast cancer","True"
"PXD008012","","strict","Biological","organ","organ","breast","True"
"PXD008012","","strict","Biological","species","species","Homo sapiens","True"
"PXD008012","","strict","ExperimentalDesign","factor_value","factor_value","phenotype (relapsed, non-relapsed) | triple-negative breast cancer","True"
"PXD008012","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD008012","","strict","ExperimentalDesign","replicates","replicates","34","True"
"PXD008012","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD008012","","strict","Technical","cleavage_agent","cleavage_agent","Lys-C","True"
"PXD008012","","strict","Technical","instrument","instrument","LTQ-Orbitrap Elite","True"
"PXD008012","","strict","Technical","label","label","label free","True"
"PXD008012","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD008012","","strict","Technical","modification","modification","Phospho (STY)","True"
