source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD012755-Sample-1	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_10_CB5334.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-2	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_11_CB6200.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-3	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_12_CB7561.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-4	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_14_CB1453.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-5	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_15_CB3228.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-6	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_16_CB4543.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-7	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_17_CB1860.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-8	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_18_CB4678.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-9	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_19_A196399.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-10	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_1_CB6399.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
