"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD012337","","strict","Biological","cell_line","cell_line","3T3-L1","True"
"PXD012337","","strict","Biological","cell_type","cell_type","adipocytes","True"
"PXD012337","","strict","Biological","organ","organ","adipose","True"
"PXD012337","","strict","Biological","species","species","Mus musculus, Homo sapiens","True"
"PXD012337","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD012337","","strict","ExperimentalDesign","replicates","replicates","1","True"
"PXD012337","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD012337","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD012337","","strict","Technical","alkylation_reagent","alkylation_reagent","iodoacetamide","True"
"PXD012337","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD012337","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","7 ppm","True"
"PXD012337","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD012337","","strict","Technical","instrument","instrument","Q Exactive HF-X","True"
"PXD012337","","strict","Technical","label","label","TMT126 | TMT127N | TMT127C | TMT128N | TMT128C | TMT129N | TMT129C | TMT130N | TMT130C | TMT131","True"
"PXD012337","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD012337","","strict","Technical","modification","modification","Carbamidomethyl (C) | TMT6plex (K) | Oxidation (M) | Phospho (STY) | TMTpro (K) | ubiquitinylation residue (C) | not applicable","True"
"PXD012337","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","6 ppm","True"
"PXD012337","","strict","Technical","reduction_reagent","reduction_reagent","dithiothreitol","True"
