"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD030548","","strict","Biological","cell_line","cell_line","Flp-In-TREx 293","True"
"PXD030548","","strict","Biological","disease","disease","normal","True"
"PXD030548","","strict","Biological","organ","organ","kidney","True"
"PXD030548","","strict","Biological","species","species","Homo sapiens, Mus musculus, Rattus norvegicus","True"
"PXD030548","","strict","ExperimentalDesign","factor_value","factor_value","receptor (hGPR35a-HA), treatment (zaprinast) | normal","True"
"PXD030548","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD030548","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD030548","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD030548","","strict","Technical","instrument","instrument","LTQ Orbitrap","True"
"PXD030548","","strict","Technical","label","label","label free","True"
"PXD030548","","strict","Technical","mass_analyzer","mass_analyzer","Orbitrap","True"
"PXD030548","","strict","Technical","modification","modification","phosphorylated residue | iodoacetamide derivatized residue | Deamidation (NQR) | Iodoacetamide derivative (CDEHKMSTUY,N-term) | Oxidation or Hydroxylation (CDEFHIKLMNPQRSTUVWY,C-term) | Deamidation | Iodoacetamide derivative | Oxidation or Hydroxylation","True"
