pxd	data_file	category	assessed_entities	gold_entities	matched_entities	assessed_only_entities	gold_only_entities	precision	recall	f1
PXD001558	20120229_MLP_333188_ps108TiO2.raw	Biological	5	6	2	3	4	0.400000	0.333333	0.363636
PXD001558	20120229_MLP_333188_ps108TiO2.raw	Technical	6	6	0	6	6	0.000000	0.000000	0.000000
PXD001558	20120229_MLP_333188_ps108TiO2.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD001558	20120229_MLP_333188_ps110ATiO2.raw	Biological	5	6	2	3	4	0.400000	0.333333	0.363636
PXD001558	20120229_MLP_333188_ps110ATiO2.raw	Technical	6	6	0	6	6	0.000000	0.000000	0.000000
PXD001558	20120229_MLP_333188_ps110ATiO2.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_333188_Tio2ps109.raw	Biological	5	6	2	3	4	0.400000	0.333333	0.363636
PXD001558	20120326_MLP_333188_Tio2ps109.raw	Technical	6	6	0	6	6	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_333188_Tio2ps109.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_333188_Tio2ps111.raw	Biological	5	6	2	3	4	0.400000	0.333333	0.363636
PXD001558	20120326_MLP_333188_Tio2ps111.raw	Technical	6	6	0	6	6	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_333188_Tio2ps111.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_333188_Tio2ps112.raw	Biological	5	6	2	3	4	0.400000	0.333333	0.363636
PXD001558	20120326_MLP_333188_Tio2ps112.raw	Technical	6	6	0	6	6	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_333188_Tio2ps112.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_333188_Tio2ps113.raw	Biological	5	6	2	3	4	0.400000	0.333333	0.363636
PXD001558	20120326_MLP_333188_Tio2ps113.raw	Technical	6	6	0	6	6	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_333188_Tio2ps113.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_333188_Tio2ps114.raw	Biological	5	6	2	3	4	0.400000	0.333333	0.363636
PXD001558	20120326_MLP_333188_Tio2ps114.raw	Technical	6	6	0	6	6	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_333188_Tio2ps114.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_363207_Tio2ps120.raw	Biological	5	6	2	3	4	0.400000	0.333333	0.363636
PXD001558	20120326_MLP_363207_Tio2ps120.raw	Technical	6	6	0	6	6	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_363207_Tio2ps120.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_363207_Tio2ps121.raw	Biological	5	6	2	3	4	0.400000	0.333333	0.363636
PXD001558	20120326_MLP_363207_Tio2ps121.raw	Technical	6	6	0	6	6	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_363207_Tio2ps121.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_363207_Tio2ps123.raw	Biological	5	6	2	3	4	0.400000	0.333333	0.363636
PXD001558	20120326_MLP_363207_Tio2ps123.raw	Technical	6	6	0	6	6	0.000000	0.000000	0.000000
PXD001558	20120326_MLP_363207_Tio2ps123.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD001558	20120410_MLP_333195_TiO2ps116.raw	Biological	5	6	2	3	4	0.400000	0.333333	0.363636
PXD001558	20120410_MLP_333195_TiO2ps116.raw	Technical	5	6	0	5	6	0.000000	0.000000	0.000000
PXD001558	20120410_MLP_333195_TiO2ps116.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD001558	20120410_MLP_333195_TiO2ps117.raw	Biological	5	6	2	3	4	0.400000	0.333333	0.363636
PXD001558	20120410_MLP_333195_TiO2ps117.raw	Technical	6	6	0	6	6	0.000000	0.000000	0.000000
PXD001558	20120410_MLP_333195_TiO2ps117.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD001558	20120516_psMLP119.raw	Biological	5	6	2	3	4	0.400000	0.333333	0.363636
PXD001558	20120516_psMLP119.raw	Technical	6	5	0	6	5	0.000000	0.000000	0.000000
PXD001558	20120516_psMLP119.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD001558	20120703_MLP_363211_TiO2ps124.raw	Biological	5	6	2	3	4	0.400000	0.333333	0.363636
PXD001558	20120703_MLP_363211_TiO2ps124.raw	Technical	6	6	0	6	6	0.000000	0.000000	0.000000
PXD001558	20120703_MLP_363211_TiO2ps124.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD001558	20120703_MLP_363211_TiO2ps125.raw	Biological	5	6	2	3	4	0.400000	0.333333	0.363636
PXD001558	20120703_MLP_363211_TiO2ps125.raw	Technical	6	6	0	6	6	0.000000	0.000000	0.000000
PXD001558	20120703_MLP_363211_TiO2ps125.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD001558	20120703_MLP_363211_TiO2ps126.raw	Biological	5	6	2	3	4	0.400000	0.333333	0.363636
PXD001558	20120703_MLP_363211_TiO2ps126.raw	Technical	6	6	0	6	6	0.000000	0.000000	0.000000
PXD001558	20120703_MLP_363211_TiO2ps126.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD001558	20120703_MLP_363211_TiO2ps127.raw	Biological	5	6	2	3	4	0.400000	0.333333	0.363636
PXD001558	20120703_MLP_363211_TiO2ps127.raw	Technical	6	6	0	6	6	0.000000	0.000000	0.000000
PXD001558	20120703_MLP_363211_TiO2ps127.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
